id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,distance
01492,Oslo-Blindern,NO,OS,01492,,59.95,10.7167,94.0,Europe/Oslo,1973-08-03,2024-09-22,1937-01-01,2024-09-13,1937-01-01,2022-01-01,6853499.249129343
01427,Lista Fyr,NO,VA,01427,,58.1167,6.5667,14.0,Europe/Oslo,1928-01-01,2024-08-21,2003-11-07,2020-08-31,2010-01-01,2019-01-01,6854481.0984875
03604,Milford Haven,GB,WLS,03604,,51.7,-5.05,44.0,Europe/London,2018-01-27,2024-09-22,2018-01-28,2022-04-24,2019-01-01,2022-01-01,6854508.1079634875
02803,Ruukki Revonlahti,FI,OU,02803,,64.6833,25.1,48.0,Europe/Helsinki,2008-01-15,2024-08-22,1959-01-01,2024-09-13,1959-01-01,2022-01-01,6855057.016335089
31011,Bujaga,RU,SA,31011,,59.65,127.1667,278.0,Asia/Yakutsk,,,,,2020-01-01,2020-01-01,6857325.926458896
03503,Trawscoed,GB,WLS,03503,,52.35,-3.95,63.0,Europe/London,,,,,,,6858125.774958557
22324,Umba,RU,MUR,22324,,66.6833,34.35,40.0,Europe/Moscow,,,1936-01-01,2024-09-14,1936-01-01,2021-01-01,6858198.021920406
03347,Leeds Weather Centre,GB,ENG,03347,,53.8,-1.55,47.0,Europe/London,,,,,,,6858446.668242307
01428,Lista Flyplass,NO,VA,01428,ENLI,58.1,6.6333,1.0,Europe/Oslo,1973-01-01,2007-08-13,,,,,6858462.890490467
03334,Manchester Airport,GB,ENG,03334,EGCC,53.35,-2.2833,69.0,Europe/London,1933-09-30,2024-09-22,1973-01-01,2022-04-25,1957-01-01,2022-01-01,6859647.313159231
01466,Kjeller Ap,NO,AK,01466,,59.9708,11.0383,108.0,Europe/Oslo,2011-09-28,2024-06-17,2011-09-29,2020-06-14,2012-01-01,2018-01-01,6863056.58546534
SYKA0,Kaieteur,GY,PT,,SYKA,5.1778,-59.4875,469.0,America/Guyana,1978-09-01,2018-09-19,,,,,6865668.233766047
02721,Kokkola Tankar Finholm,FI,LS,02721,,63.95,22.85,5.0,Europe/Helsinki,2008-01-16,2024-08-22,2013-06-07,2022-03-25,2013-01-01,2020-01-01,6867276.038810529
02910,Valassaaret,FI,LS,02910,,63.4333,21.0667,4.0,Europe/Helsinki,1973-01-01,2024-08-23,2005-07-30,2022-03-26,2011-01-01,2020-01-01,6867584.556961442
03355,Church Fenton,GB,ENG,03355,EGXG,53.8333,-1.2,9.0,Europe/London,1973-01-01,2013-12-19,1979-05-15,2013-12-18,2006-01-01,2013-01-01,6871987.159588535
31123,Cjul'Bju,RU,SA,31123,,57.7667,130.9,266.0,Asia/Yakutsk,,,1957-07-03,2024-09-14,1959-01-01,2021-01-01,6875929.869910761
02920,Pietarsaari Kallan / Jovarpet,FI,LS,02920,,63.75,22.5333,2.0,Europe/Helsinki,2004-08-03,2024-08-23,2005-07-30,2022-03-26,2014-01-01,2020-01-01,6877675.593457465
01475,Skien-Geiteryggen,NO,TE,01475,ENSN,59.1833,9.5667,1.0,Europe/Oslo,2005-01-03,2015-11-09,,,,,6877756.004279169
01468,Kongsvinger / Holt,NO,HE,01468,,60.1903,12.0067,148.0,Europe/Oslo,2006-10-03,2024-08-22,2006-10-04,2020-08-10,2011-01-01,2019-01-01,6877837.904001545
01463,As / Holstad,NO,AK,01463,,59.6606,10.7819,83.0,Europe/Oslo,2011-09-29,2024-08-22,2011-10-18,2021-08-23,2013-01-01,2019-01-01,6880691.251183668
32057,Ado-Tymovo,RU,SAK,32057,,51.1333,142.6667,65.0,Asia/Magadan,,,1953-02-19,1994-12-31,1959-01-01,1987-01-01,6880966.28453983
32076,Progranichnoe,RU,SAK,32076,,50.4,143.7667,8.0,Asia/Magadan,,,1936-01-01,2024-09-14,1936-01-01,2022-01-01,6881692.230201918
01436,Lindesnes Fyr,NO,VA,01436,,57.9833,7.05,13.0,Europe/Oslo,1973-01-01,2024-08-21,2006-02-17,2020-08-31,2010-01-01,2018-01-01,6884393.642473292
01449,Gjerstad / Høggto,NO,AA,01449,,58.87,9.0264,32.0,Europe/Oslo,2012-01-05,2024-08-22,2012-01-06,2021-01-10,2012-01-01,2017-01-01,6884534.140453384
03414,Shawbury,GB,ENG,03414,EGOS,52.8,-2.6667,76.0,Europe/London,1973-01-01,2024-09-22,1973-01-01,2024-09-13,1973-01-01,2022-01-01,6884688.313697412
82106,Sao Gabriel Da Cachoeira,BR,AM,82106,SBUA,-0.1333,-67.0833,90.0,America/Boa_Vista,2005-01-01,2024-09-21,1974-06-18,2008-12-31,1952-01-01,2021-01-01,6886543.957076925
03605,Pembrey Sands,GB,WLS,03605,EGOP,51.7167,-4.3667,3.0,Europe/London,1993-03-01,2024-09-22,1993-03-01,2022-04-24,2007-01-01,2022-01-01,6886979.699020556
01484,Jeloy Island / Haneborg,NO,AK,01484,,59.9119,11.58,128.0,Europe/Oslo,1973-01-01,2024-08-22,2007-12-03,2020-08-31,2010-01-01,2019-01-01,6887147.494298742
22271,Sojna,RU,NEN,22271,,67.8833,44.1333,16.0,Europe/Moscow,,,1958-01-01,2024-09-14,1958-01-01,2021-01-01,6888413.572250162
01459,Nelaug,NO,AA,01459,,58.65,8.6333,142.0,Europe/Oslo,1973-01-01,2024-08-22,,,,,6888556.30770647
23058,Antipajeta,RU,YAN,23058,,69.15,77.0,4.0,Asia/Yekaterinburg,,,1959-07-02,2024-07-06,1959-01-01,2021-01-01,6889938.452104044
31439,Bogorodskoe,RU,KHA,31439,,52.3833,140.4667,31.0,Asia/Sakhalin,,,1936-01-01,2024-09-14,1936-01-01,2021-01-01,6891943.530850136
02410,Malung,SE,W,02410,,60.6833,13.7167,308.0,Europe/Stockholm,,,1879-07-01,2016-11-30,1879-01-01,2016-01-01,6892740.470330167
02407,Malung Grimsmyrheden,SE,W,02407,,60.6764,13.7072,303.0,Europe/Stockholm,,,,,2010-01-01,2021-01-01,6893031.240247957
84452,Chiclayo,PE,LY,84452,SPHI,-6.7833,-79.8333,29.0,America/Lima,1933-01-02,2024-09-22,1963-01-03,2024-07-20,1949-01-01,2021-01-01,6893421.863476084
ESKM0,Siljan / Vinäs,SE,W,,ESKM,60.9667,14.5167,193.0,Europe/Stockholm,1991-08-27,2024-09-22,2015-10-29,2022-04-27,2018-01-01,2022-01-01,6894114.523463183
22318,Louhi,RU,KR,22318,,66.0667,33.0,0.0,Europe/Moscow,,,1959-01-01,1995-02-26,,,6894347.012049211
01430,Mandal Iii / Risørbank,NO,VA,01430,,58.0244,7.4517,10.0,Europe/Oslo,1973-01-01,2024-08-21,2009-08-29,2021-01-10,2010-01-01,2019-01-01,6896471.735145687
02903,Kruunupyy,FI,,02903,EFKK,63.7167,23.15,25.0,Europe/Helsinki,1960-11-01,2024-09-22,2005-01-03,2022-04-25,2013-01-01,2022-01-01,6897063.663403768
03292,Bridlington Mrsc,GB,ENG,03292,,54.1,-0.1667,15.0,Europe/London,2018-01-27,2024-09-22,2018-01-28,2022-04-24,2018-01-01,2021-01-01,6898072.485735449
84377,Iquitos,PE,LO,84377,SPQT,-3.75,-73.25,125.0,America/Lima,1973-01-01,2024-09-22,1973-01-01,2024-11-30,1949-01-01,2021-01-01,6899335.003650476
02781,Strommingsbadan / Bredhällan,FI,LS,02781,,62.9833,20.75,2.0,Europe/Helsinki,2008-01-15,2024-08-22,2008-01-17,2022-03-25,2011-01-01,2020-01-01,6900482.84555991
01481,Melsom,NO,VF,01481,,59.2297,10.3481,26.0,Europe/Oslo,1974-05-19,2024-08-22,2006-02-17,2021-01-10,2006-01-01,2017-01-01,6902184.23459137
ENGK0,Gullknapp Flpl / Horv,NO,AA,,ENGK,58.5167,8.7,119.0,Europe/Oslo,2020-01-14,2021-02-24,,,,,6902361.6743484475
22249,Kanevka,RU,MUR,22249,,67.1333,39.6667,149.0,Europe/Moscow,,,1959-07-01,2019-06-30,1959-01-01,2019-01-01,6903100.213513551
03384,Leconfield,GB,ERY,03384,EGXV,53.8667,-0.4333,6.0,Europe/London,1981-01-12,2024-09-22,1986-11-23,2022-04-24,2013-01-01,2022-01-01,6904534.4146539755
01452,Kristiansand / Kjevik,NO,VA,01452,ENCN,58.2,8.0833,1.0,Europe/Oslo,1940-05-01,2024-09-22,1957-01-01,2022-04-25,1957-01-01,2022-01-01,6905867.837812645
EFYL0,Ylivieska / Pylväsjoki,FI,OU,,EFYL,64.05,24.7333,77.0,Europe/Helsinki,1992-06-15,1995-06-08,,,,,6906220.054225192
02714,Vaala Pelso Pelsonsuo,FI,OU,02714,,64.4833,26.4667,115.0,Europe/Helsinki,2008-01-16,2024-08-22,2011-08-02,2022-03-25,2015-01-01,2020-01-01,6907380.487573078
02755,Ylivieska Airport / Pylvasjoki,FI,OU,02755,,64.0333,24.7167,76.0,Europe/Helsinki,2003-03-30,2024-08-22,2005-08-27,2022-03-25,2012-01-01,2020-01-01,6907390.7112527555
EKHD0,Harald,DK,,,EKHD,56.3441,4.2719,-9999.0,Europe/Oslo,2012-09-04,2024-08-05,2012-10-21,2022-03-06,2014-01-01,2020-01-01,6909030.140127065
01467,Lyngor Fyr,NO,AA,01467,,58.6333,9.15,4.0,Europe/Oslo,1973-01-01,2024-08-22,2006-02-17,2021-12-08,2010-01-01,2019-01-01,6909262.3734818045
32071,Tymovskoe,RU,SAK,32071,,50.7333,142.7167,95.0,Asia/Magadan,,,1886-01-02,2013-12-31,1886-01-01,2017-01-01,6909393.230739402
01464,Landvik / Tjore,NO,AA,01464,,58.34,8.5225,4.0,Europe/Oslo,2011-09-28,2024-08-22,2011-09-29,2020-08-31,2012-01-01,2019-01-01,6910670.53488301
EGFH0,Swansea / Ilston,GB,WLS,,EGFH,51.6,-4.0667,90.0,Europe/London,1977-01-26,1999-01-27,,,,,6910837.703432774
02912,Vaasa,FI,,02912,,63.1,21.5833,4.0,Europe/Helsinki,,,1997-12-01,2001-03-29,1995-01-01,2001-01-01,6912747.6834459845
02737,Toholampi Laitala Jämsä,FI,,02737,,63.8167,24.1667,83.0,Europe/Helsinki,2009-07-01,2024-08-22,2013-06-07,2022-03-25,2014-01-01,2020-01-01,6913981.314380627
02797,Haapavesi / Mustikkamäki,FI,OU,02797,,64.15,25.4333,112.0,Europe/Helsinki,2008-01-15,2024-08-22,2008-01-17,2022-03-25,2009-01-01,2020-01-01,6914160.688314268
02957,Vaasa Klemettila / Vöyrinkaupunki,FI,,02957,,63.1,21.65,7.0,Europe/Helsinki,2012-01-01,2024-08-23,2012-06-23,2022-03-26,2016-01-01,2020-01-01,6914578.761846908
03416,Burnhill Green,GB,ENG,03416,EGWC,52.63,-2.3,83.0,Europe/London,1994-08-31,2024-09-22,,,,,6915517.737299249
01448,Oksoy Fyr,NO,VA,01448,,58.0667,8.05,9.0,Europe/Oslo,1949-01-01,2024-08-22,2002-07-28,2022-03-22,2005-01-01,2017-01-01,6915864.183363937
01465,Torungen Fyr,NO,AA,01465,,58.4,8.8,12.0,Europe/Oslo,1973-01-01,2024-08-22,1911-01-01,2024-09-13,1911-01-01,2022-01-01,6916027.507165611
02889,Suomussalmi Pesio / Pesiö,FI,OU,02889,,64.9333,28.75,223.0,Europe/Helsinki,2001-09-19,2024-08-23,2005-07-30,2022-03-26,2016-01-01,2020-01-01,6916866.701424155
02780,Korsnas Bredskaret / Södersund,FI,LS,02780,,62.9333,21.1833,2.0,Europe/Helsinki,2008-01-15,2024-08-22,2008-01-17,2022-03-21,2011-01-01,2020-01-01,6917203.629626429
01478,Svenner Lh / Stavern,NO,VF,01478,,58.9686,10.1478,15.0,Europe/Oslo,1973-01-01,2024-08-22,2010-03-12,2021-12-08,2010-01-01,2019-01-01,6917334.424265181
03520,Shobdon,GB,ENG,03520,,52.25,-2.8833,99.0,Europe/London,2018-01-27,2024-09-22,2018-01-28,2022-04-24,2018-01-01,2021-01-01,6917524.421920776
81058,New Amsterdam,GY,EC,81058,,6.25,-57.25,1.0,America/Guyana,1986-08-03,2024-07-26,,,2016-01-01,2021-01-01,6917732.146633985
02911,Vaasa,FI,,02911,EFVA,63.05,21.7667,4.0,Europe/Helsinki,1917-01-01,2024-09-22,1952-01-02,2024-09-12,1950-01-01,2022-01-01,6922441.90259741
31235,Jana,RU,KHA,31235,,55.4833,134.3333,318.0,Asia/Sakhalin,,,1959-01-01,2019-06-30,1959-01-01,2019-01-01,6923287.111939838
02355,Kuggoren,SE,GV,02355,,61.7,17.5333,8.0,Europe/Stockholm,2018-01-27,2024-09-22,,,,,6923839.944108003
32061,Aleksandrovsk-Sahalinskij,RU,SAK,32061,,50.9,142.1667,31.0,Asia/Magadan,,,1881-01-06,2024-09-14,1881-01-01,2021-01-01,6924126.355836079
84444,Chachapoyas,PE,AM,84444,SPPY,-6.2167,-77.8333,2540.0,America/Lima,1960-01-01,2024-09-21,1963-01-03,2023-10-06,1959-01-01,2019-01-01,6924381.316647461
01493,Sarpsborg / Sandesund,NO,OF,01493,,59.2856,11.1147,57.0,Europe/Oslo,2004-05-10,2024-08-22,2014-03-27,2020-08-31,2014-01-01,2019-01-01,6924901.034248879
01482,Ferder Fyr,NO,VF,01482,,59.0333,10.5333,6.0,Europe/Oslo,1931-01-01,2024-08-22,2002-07-28,2021-11-09,2005-01-01,2017-01-01,6925772.340576274
02879,Suomussalmi,FI,OU,02879,EFSU,64.9,29.0167,223.0,Europe/Helsinki,1973-01-01,2001-03-09,,,1987-01-01,1994-01-01,6926114.476545508
01495,Stromtangen Fyr,NO,OF,01495,,59.15,10.8333,0.0,Europe/Oslo,2004-04-06,2024-08-22,2006-02-17,2021-12-09,2012-01-01,2017-01-01,6926533.69087972
22282,Mys Mikulkin,RU,NEN,22282,,67.8,46.6667,6.0,Europe/Moscow,,,1953-02-16,2018-02-28,1961-01-01,2018-01-01,6928540.167176629
03803,"Scilly, Saint Mary'S",GB,ENG,03803,EGHE,49.9167,-6.3,31.0,Europe/London,1986-01-01,2024-09-21,1986-01-01,2022-03-26,2005-01-01,2021-01-01,6929058.371902076
EGNJ0,Humberside / Kirmington,GB,ENG,,EGNJ,53.5833,-0.35,31.0,Europe/London,1975-01-09,2024-09-22,2006-05-25,2022-04-27,2011-01-01,2022-01-01,6930969.715020271
EGCS0,Sturgate,GB,ENG,,EGCS,53.3811,-0.6856,9.0,Europe/London,1943-09-10,1957-06-13,1954-10-05,1957-03-07,1955-01-01,1955-01-01,6931655.753691785
23114,Cape Svedskij,RU,NEN,23114,,68.5833,56.6333,4.0,Europe/Moscow,,,1959-08-01,2019-05-31,1959-01-01,2019-01-01,6933161.3132091025
02378,Soderhamn Flygplats Långvinds Bruk,SE,X,02378,,61.4486,17.1639,26.0,Europe/Stockholm,,,,,,,6935222.045163873
03354,Nottingham Weather Centre,GB,ENG,03354,,53.0,-1.25,117.0,Europe/London,2018-01-27,2024-09-22,2018-01-28,2022-04-24,2018-01-01,2022-01-01,6935756.925955332
84440,Rioja,PE,SM,84440,SPJA,-6.05,-77.15,792.0,America/Lima,1994-04-01,2024-09-05,,,1999-01-01,2001-01-01,6938878.142223424
22408,Kalevala,RU,KR,22408,,65.2167,31.1667,112.0,Europe/Moscow,,,1936-01-01,2024-09-14,1936-01-01,2021-01-01,6941696.402737021
81010,Ebini,GY,UD,81010,SYEB,5.5667,-57.7833,28.0,America/Guyana,,,,,2016-01-01,2021-01-01,6942954.712052609
31286,Cumikan,RU,KHA,31286,,54.7167,135.3167,5.0,Asia/Sakhalin,,,1936-01-01,1993-06-30,1936-01-01,1992-01-01,6943058.202744149
02404,Arvika Hoegvalta Airport,SE,S,02404,ESKV,59.6667,12.5833,78.0,Europe/Stockholm,2001-07-01,2024-06-28,2006-02-04,2022-03-24,2009-01-01,2018-01-01,6943422.575622087
03373,Scampton,GB,ENG,03373,EGXP,53.3069,-0.5481,62.0,Europe/London,1973-01-01,2022-11-01,1973-01-02,2022-04-24,2007-01-01,2022-01-01,6943933.22204888
24738,Suntar,RU,SA,24738,,62.15,117.65,124.0,Asia/Yakutsk,,,1936-02-01,2024-09-12,1936-01-01,2021-01-01,6945081.7254343275
22422,Gridino,RU,KR,22422,,65.9,34.7667,10.0,Europe/Moscow,,,1936-01-01,2018-12-31,1936-01-01,2018-01-01,6945102.020328606
EGNX0,East Midlands / Castle Donington,GB,ENG,,EGNX,52.8333,-1.3333,94.0,Europe/London,1973-01-01,2024-09-22,1981-11-14,2022-04-27,2006-01-01,2022-01-01,6945107.363392497
84435,Moyobamba,PE,SM,84435,SPBB,-6.0333,-76.9667,832.0,America/Lima,1960-01-01,2001-10-08,,,1959-01-01,1988-01-01,6945693.615813192
ESOH0,Hagfors / Uddeholm,SE,S,,ESOH,60.0201,13.5789,144.0,Europe/Stockholm,2020-01-14,2024-09-22,2020-01-14,2022-04-27,2020-01-01,2022-01-01,6946512.480147968
EGHC0,Land's End / Lands End / Crows-an-Wra,GB,ENG,,EGHC,50.1028,-5.6706,122.0,Europe/London,1973-03-08,2024-09-21,2021-09-09,2021-09-09,,,6946931.851237514
03707,Chivenor,GB,ENG,03707,EGDC,51.0833,-4.15,8.0,Europe/London,1973-01-01,2024-09-02,1973-01-02,2022-03-25,2005-01-01,2021-01-01,6947097.697373445
31005,Tommot,RU,SA,31005,,58.95,126.3,283.0,Asia/Yakutsk,,,1936-04-19,2024-09-14,1959-01-01,2022-01-01,6948714.514851654
02376,Soderhamn Airport,SE,X,02376,ESCL,61.2667,17.1,26.0,Europe/Stockholm,2004-07-06,2012-01-03,2004-07-07,2012-01-02,2008-01-01,2009-01-01,6949680.636213185
EGXN0,Newton / Saxondale,GB,ENG,,EGXN,52.9667,-0.9833,55.0,Europe/London,1995-02-10,2001-11-03,,,,,6950872.121520691
02913,Kauhava,FI,,02913,EFKA,63.1,23.0333,42.0,Europe/Helsinki,1973-01-01,2024-08-23,1998-08-17,2022-03-26,2013-01-01,2020-01-01,6952041.248318955
02833,Ylistaro Pelma / Pelmaa,FI,,02833,,62.9333,22.4833,26.0,Europe/Helsinki,2008-01-15,2024-08-23,1959-01-01,2024-09-13,1959-01-01,2022-01-01,6952905.809237499
02500,Nordkoster,SE,VG,02500,,58.9,11.0,10.0,Europe/Stockholm,2018-01-27,2024-09-22,,,,,6954142.17111133
EGHQ0,Newquay Cornwall / Saint Mawgan,GB,ENG,,EGHQ,50.4406,-4.9954,119.0,Europe/London,2020-01-14,2024-09-22,2020-01-14,2022-04-27,2020-01-01,2022-01-01,6954955.647234701
32077,Onor,RU,SAK,32077,,50.2333,142.5833,0.0,Asia/Magadan,,,1936-02-01,1995-12-31,1936-01-01,1995-01-01,6954964.876504818
03817,Saint Mawgan,GB,ENG,03817,EGDG,50.4333,-5.0,119.0,Europe/London,1973-01-01,2008-12-01,1973-01-03,2008-11-30,1978-01-01,2008-01-01,6955292.231628461
02897,Kajaani,FI,OU,02897,EFKI,64.2833,27.6833,143.0,Europe/Helsinki,1916-01-01,2024-09-22,1952-01-04,2024-09-12,1949-01-01,2022-01-01,6955613.43736169
02725,Halsua Purola,FI,,02725,,63.45,24.45,153.0,Europe/Helsinki,2008-01-15,2024-08-22,2008-01-17,2022-03-25,2015-01-01,2020-01-01,6956081.82918484
03808,Camborne,GB,ENG,03808,,50.2167,-5.3167,87.0,Europe/London,2018-01-27,2024-09-22,1973-01-01,2024-09-13,1973-01-01,2022-01-01,6956112.204417649
03377,Waddington,GB,ENG,03377,EGXW,53.1667,-0.5167,68.0,Europe/London,1950-09-26,2024-09-22,1949-01-01,2024-09-13,1949-01-01,2022-01-01,6956593.993146779
03534,Birmingham / Airport,GB,ENG,03534,EGBB,52.45,-1.7333,99.0,Europe/London,1973-01-01,2024-09-22,1973-01-02,2022-04-25,1971-01-01,2022-01-01,6956685.392079862
03716,St. Athan / Stathan [MISSPELLING] / Boverton,GB,WLS,03716,EGDX,51.4053,-3.4408,50.0,Europe/London,2001-07-06,2024-09-02,2001-09-16,2022-03-24,2006-01-01,2021-01-01,6956837.21379875
81202,Nickerie,SR,NI,81202,SMNI,5.95,-57.0333,2.0,America/Paramaribo,1973-04-16,2024-07-26,,,2020-01-01,2021-01-01,6958789.943795859
03385,Donna Nook,GB,ENG,03385,,53.4833,0.0833,8.0,Europe/London,,,,,,,6958840.023915396
02883,Kajaani Petaisenniska,FI,,02883,,64.233,27.683,0.0,Europe/Helsinki,2013-08-05,2024-08-23,2013-08-07,2022-03-26,2016-01-01,2020-01-01,6960491.083990081
02738,Pyhajarvi Ol Ojakyla,FI,OU,02738,,63.7333,25.7167,152.0,Europe/Helsinki,2009-07-01,2024-08-22,2010-04-17,2022-03-25,2013-01-01,2020-01-01,6961100.035375357
03715,Cardiff-Wales Airport,GB,WLS,03715,EGFF,51.4,-3.35,67.0,Europe/London,1973-01-01,2024-09-22,1973-01-01,2022-04-25,1971-01-01,2022-01-01,6961706.384124859
02433,Falun,SE,W,02433,,60.6167,15.6667,157.0,Europe/Stockholm,,,1860-01-01,2024-06-29,1860-01-01,2021-01-01,6962661.943262224
EGXS0,Donna Nook / Donnanook / North Somercotes,GB,LIN,,EGXS,53.4749,0.1521,3.0,Europe/London,2011-05-12,2024-09-22,2011-05-13,2022-04-26,2011-01-01,2022-01-01,6962662.651698686
22269,Mys Konusin,RU,NEN,22269,,67.15,43.9,14.0,Europe/Moscow,,,1959-01-04,1996-08-14,1964-01-01,1996-01-01,6962845.397914611
22292,Indiga,RU,NEN,22292,,67.6833,48.6833,3.0,Europe/Moscow,,,1923-10-16,2024-09-14,1923-01-01,2021-01-01,6963648.946770586
32099,Mys Terpenija / Cape Terpenija / Obryvistoye,RU,SAK,32099,,48.65,144.7333,33.0,Asia/Magadan,,,1948-02-29,2024-09-14,1949-01-01,2022-01-01,6965983.870098213
02468,Stora Spaansberget Spånsfäb,SE,W,02468,,60.3822,15.1406,493.0,Europe/Stockholm,,,1995-08-01,2024-06-30,1995-01-01,2022-01-01,6966477.978602154
EHAK0,A12-cpp (oil Platform),NL,,,EHAK,55.3992,3.8103,33.0,Europe/Amsterdam,2009-02-09,2024-09-08,2009-02-10,2022-04-27,2009-01-01,2022-01-01,6967436.682620715
03379,Cranwell,GB,ENG,03379,EGYD,53.0333,-0.5,67.0,Europe/London,1929-08-01,2024-09-22,1973-04-13,2022-04-25,2005-01-01,2022-01-01,6968044.121285234
03809,Culdrose,GB,ENG,03809,EGDR,50.0833,-5.25,78.0,Europe/London,1973-01-01,2024-09-22,1973-01-02,2022-04-25,1979-01-01,2022-01-01,6969892.856823219
03372,Barkston Heath / Honington / Welby,GB,ENG,03372,EGYE,52.9667,-0.5667,112.0,Europe/London,1995-11-29,2024-09-22,,,,,6970278.5108441515
02931,Kaskinen Salgrund,FI,,02931,,62.3338,21.1908,8.0,Europe/Helsinki,2013-08-05,2024-08-23,2013-08-06,2022-03-25,2013-01-01,2020-01-01,6973171.901594066
84425,Yurimaguas,PE,LO,84425,SPMS,-5.9,-76.0833,179.0,America/Lima,1949-01-14,2024-09-21,1963-01-03,2023-10-06,1954-01-01,2021-01-01,6973747.688303957
02435,Borlange Airport,SE,W,02435,ESSD,60.4333,15.5167,145.0,Europe/Stockholm,1979-08-02,2024-09-22,2002-06-22,2022-04-25,2005-01-01,2022-01-01,6974207.152146757
EGBE0,Coventry / Baginton,GB,ENG,,EGBE,52.3667,-1.4833,82.0,Europe/London,1988-01-05,2017-07-18,1995-08-08,2008-10-23,,,6975162.876875092
23146,Mys-Kamennyy / Mys Kamenny / Cape Kameny,RU,YAN,23146,USDK,68.4833,73.5667,30.0,Asia/Yekaterinburg,,,1950-03-15,1994-05-15,1950-01-01,1994-01-01,6975670.507894621
03391,Coningsby Royal Air Force Base,GB,ENG,03391,EGXC,53.0833,-0.1667,7.0,Europe/London,1943-08-30,2024-09-22,1955-01-07,2022-04-25,1955-01-01,2022-01-01,6979466.09875696
03547,Willey,GB,ENG,03547,EGBC,52.45,-1.25,134.0,Europe/London,1973-01-01,1979-06-29,,,,,6979558.260242438
EGBJ0,Gloucestershire / Staverton,GB,ENG,,EGBJ,51.9,-2.1667,29.0,Europe/London,1977-10-01,2024-09-20,2020-01-17,2022-04-15,,,6979641.307730023
EKTE0,Tyra E,DK,,,EKTE,55.7215,4.8021,-9999.0,Europe/Copenhagen,2012-08-21,2024-08-05,2012-08-23,2020-03-25,2014-01-01,2018-01-01,6982515.780948815
06022,Tyra Oest,DK,,06022,EKGF,55.7167,4.8,75.0,Europe/Copenhagen,2005-03-09,2019-12-31,2015-02-26,2015-02-26,,,6982826.509825599
EFIL0,Ilmajoki / Renko,FI,,,EFIL,62.7,22.8333,92.0,Europe/Helsinki,1992-05-21,2022-04-23,2022-04-20,2022-04-23,,,6984333.184597583
02752,Kristiinankaupungin Majakka Furuviken,FI,LS,02752,,62.2,21.1667,22.0,Europe/Helsinki,2008-01-15,2024-08-22,2008-01-17,2022-03-25,2013-01-01,2020-01-01,6984948.6777574485
03453,Cottesmore,GB,ENG,03453,EGXJ,52.7333,-0.65,138.0,Europe/London,1973-01-01,2011-11-09,1973-01-02,2011-11-08,2005-01-01,2011-01-01,6985086.585623515
02787,Alajarvi Moksy / Huosianmaa,FI,,02787,,63.0833,24.2667,170.0,Europe/Helsinki,2008-01-15,2024-08-22,2008-01-17,2022-03-25,2011-01-01,2020-01-01,6986201.081595371
22355,Sosnovets Island,RU,MUR,22355,,66.4833,40.6833,16.0,Europe/Moscow,,,1897-01-01,2018-10-31,1897-01-01,2018-01-01,6986462.760709619
02739,Sotkamo Kuolaniemi,FI,OU,02739,,64.1167,28.35,161.0,Europe/Helsinki,2009-07-01,2024-08-22,2009-07-24,2022-03-25,2011-01-01,2020-01-01,6987424.883533833
02834,Vierema Kaarakkala,FI,,02834,,63.8333,27.2167,207.0,Europe/Helsinki,2008-01-16,2024-08-23,2013-06-08,2022-03-25,2014-01-01,2020-01-01,6988170.233301661
84472,Cajamarca,PE,CJ,84472,SPJR,-7.1333,-78.4667,2620.0,America/Lima,1957-07-01,2024-09-21,1963-01-05,2023-10-06,1956-01-01,2021-01-01,6988988.974333873
23383,Agata,RU,EVE,23383,,66.8833,93.4667,280.0,Asia/Krasnoyarsk,,,1939-12-01,2024-09-14,1939-01-01,2021-01-01,6989716.091268394
03628,Filton / Charlton,GB,ENG,03628,,51.5219,-2.5772,56.0,Europe/London,2018-01-27,2018-10-15,2018-01-28,2018-10-14,2018-01-01,2018-01-01,6989783.286294271
EGTG0,Bristol / Filton,GB,ENG,,EGTG,51.5167,-2.5833,69.0,Europe/London,1994-07-18,2018-10-15,2010-01-01,2018-10-14,2010-01-01,2018-01-01,6989898.987420524
32069,Pil'Vo,RU,SAK,32069,,50.05,142.1667,4.0,Asia/Magadan,,,1936-01-01,2024-09-14,1936-01-01,2022-01-01,6990420.468830852
31137,Toko,RU,KHA,31137,,56.2833,131.1333,858.0,Asia/Yakutsk,,,1959-01-01,2024-09-09,1959-01-01,2021-01-01,6990551.461046065
EKGC0,Gorm C,DK,,,EKGC,55.5798,4.7589,-9999.0,Europe/Copenhagen,2012-08-22,2024-08-05,2012-11-13,2022-03-06,2014-01-01,2018-01-01,6992471.542678202
03726,Bristol Weather Centre,GB,ENG,03726,,51.4667,-2.6,11.0,Europe/London,,,,,,,6993048.504887648
02769,Kauhajoki Kuja-kokko / Yrjänäinen,FI,,02769,,62.4167,22.1833,93.0,Europe/Helsinki,2008-01-16,2024-08-22,2013-06-06,2022-03-25,2016-01-01,2020-01-01,6993158.481919958
03724,Lulsgate Bottom,GB,ENG,03724,EGGD,51.38,-2.72,189.0,Europe/London,1988-01-05,2024-09-22,1989-05-14,2022-04-25,2015-01-01,2022-01-01,6994074.833580056
