fip_code,STATE_fip,COUNTY_fip,CENTROID_LAT,CENTROID_LON,Population_centroid_lat,Population_centroid_long,Population,county_name,state,Location Name,Latitude,Longitude,Year,Station_WMO,Station_Latitude,Station_Longitude,Distance_Miles,Status,HDD_base65F,CDD_base65F,QC_Missing_Data,QC_Extreme_Temperature,QC_Sudden_Temp_Jumps,QC_Constant_Temp_Periods,QC_Day-Night_Swings,QC_Summer_Freezing,QC_Winter_Extreme_Heat,QC_Missing_Temperature_Data,Temp_Total_Holes,Temp_Interpolated,Temp_MERRA2_Fill,Dewpoint_Total_Holes,Dewpoint_Interpolated,Dewpoint_MERRA2_Fill,RH_Total_Holes,RH_Interpolated,RH_MERRA2_Fill,Pressure_Total_Holes,Pressure_Interpolated,Pressure_MERRA2_Fill,WindDir_Total_Holes,WindDir_Interpolated,WindDir_MERRA2_Fill,WindSpeed_Total_Holes,WindSpeed_Interpolated,WindSpeed_MERRA2_Fill,Snow_Total_Holes,Snow_Interpolated,Snow_MERRA2_Fill,Precipitation_Total_Holes,Precipitation_Interpolated,Precipitation_MERRA2_Fill
G1801430,18,143,38.6794309,-85.7518981,38.698198,-85.762718,24181.0,Scott,Indiana,G1801430,38.698198,-85.762718,2014,72423,38.1833,-85.7333,35.61160650519088,True,4670.0,1543.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,31.0,20.0,11.0,0.0,0.0,0.0,8760.0,0.0,8760.0,53.0,23.0,30.0
G1801450,18,145,39.5241345,-85.7921742,39.536039,-85.789825,44436.0,Shelby,Indiana,G1801450,39.536039,-85.789825,2014,72438,39.7167,-86.1167,21.41046179789677,True,6365.0,828.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,9.0,9.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,75.0,42.0,33.0
G1801470,18,147,38.0097889,-87.0106449,38.015495,-87.011149,20952.0,Spencer,Indiana,G1801470,38.015495,-87.011149,2014,72432,38.0333,-87.5333,28.44628744698586,True,4978.0,1388.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,281.0,143.0,138.0,5.0,3.0,2.0,8760.0,0.0,8760.0,17.0,7.0,10.0
G1801490,18,149,41.2844785,-86.6446359,41.282896,-86.631962,23363.0,Starke,Indiana,G1801490,41.282896,-86.631962,2014,72535,41.7,-86.3167,33.117318385714704,True,6986.0,724.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,9.0,5.0,4.0,89.0,60.0,29.0,0.0,0.0,0.0,8760.0,0.0,8760.0,90.0,52.0,38.0
G1801510,18,151,41.6434372,-85.0024667,41.649521,-85.010662,34185.0,Steuben,Indiana,G1801510,41.649521,-85.010662,2014,72533,41.0,-85.0333,44.89292041822636,True,7026.0,678.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,80.0,54.0,26.0,0.0,0.0,0.0,8760.0,0.0,8760.0,56.0,39.0,17.0
G1801530,18,153,39.0892251,-87.4158429,39.103093,-87.390988,21475.0,Sullivan,Indiana,G1801530,39.103093,-87.390988,2014,72437,39.4515,-87.3076,24.482253190795934,True,6109.0,883.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,8.0,3.0,5.0,8.0,3.0,5.0,9.0,3.0,6.0,224.0,123.0,101.0,21.0,6.0,15.0,8760.0,0.0,8760.0,73.0,45.0,28.0
G1801550,18,155,38.8258545,-85.029681,38.819835,-85.023499,10613.0,Switzerland,Indiana,G1801550,38.819835,-85.023499,2014,72421,39.05,-84.6667,24.91231365663854,True,5491.0,1025.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,82.0,64.0,18.0,0.0,0.0,0.0,8760.0,0.0,8760.0,48.0,28.0,20.0
G1801570,18,157,40.3891303,-86.8935554,40.41788,-86.886971,172780.0,Tippecanoe,Indiana,G1801570,40.41788,-86.886971,2014,KLAF0,40.4123,-86.9369,2.6546803689042826,True,6834.0,673.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,8.0,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,20.0,3.0,17.0,223.0,118.0,105.0,18.0,15.0,3.0,8760.0,0.0,8760.0,33.0,17.0,16.0
G1801590,18,159,40.3102294,-86.0562066,40.308849,-86.050587,15936.0,Tipton,Indiana,G1801590,40.308849,-86.050587,2014,KMIE0,40.2425,-85.3958,34.81961251126875,True,6492.0,788.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,37.0,3.0,34.0,37.0,3.0,34.0,37.0,3.0,34.0,49.0,3.0,46.0,189.0,94.0,95.0,38.0,3.0,35.0,8760.0,0.0,8760.0,28.0,21.0,7.0
G1801610,18,161,39.6231109,-84.9251523,39.618626,-84.919102,7516.0,Union,Indiana,G1801610,39.618626,-84.919102,2014,KMGY0,39.589,-84.2249,37.011962754715405,True,5903.0,861.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,12.0,69.0,45.0,24.0,0.0,0.0,0.0,8760.0,0.0,8760.0,41.0,23.0,18.0
G1801630,18,163,38.0200703,-87.5861659,37.996062,-87.551819,179703.0,Vanderburgh,Indiana,G1801630,37.996062,-87.551819,2014,72432,38.0333,-87.5333,2.7633382467397647,True,4978.0,1388.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,281.0,143.0,138.0,5.0,3.0,2.0,8760.0,0.0,8760.0,17.0,7.0,10.0
G1801650,18,165,39.8540452,-87.4620713,39.763164,-87.440231,16212.0,Vermillion,Indiana,G1801650,39.763164,-87.440231,2014,72437,39.4515,-87.3076,22.6617352920698,True,6109.0,883.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,8.0,3.0,5.0,8.0,3.0,5.0,9.0,3.0,6.0,224.0,123.0,101.0,21.0,6.0,15.0,8760.0,0.0,8760.0,73.0,45.0,28.0
G1801670,18,167,39.4291426,-87.3903754,39.460817,-87.387985,107848.0,Vigo,Indiana,G1801670,39.460817,-87.387985,2014,72437,39.4515,-87.3076,4.336403233269735,True,6109.0,883.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,8.0,3.0,5.0,8.0,3.0,5.0,9.0,3.0,6.0,224.0,123.0,101.0,21.0,6.0,15.0,8760.0,0.0,8760.0,73.0,45.0,28.0
G1801690,18,169,40.8437475,-85.7951915,40.858522,-85.802372,32888.0,Wabash,Indiana,G1801690,40.858522,-85.802372,2014,72533,41.0,-85.0333,41.319334836082646,True,7026.0,678.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,80.0,54.0,26.0,0.0,0.0,0.0,8760.0,0.0,8760.0,56.0,39.0,17.0
G1801710,18,171,40.3526584,-87.3758466,40.312186,-87.326289,8508.0,Warren,Indiana,G1801710,40.312186,-87.326289,2014,KLAF0,40.4123,-86.9369,21.63558500603788,True,6834.0,673.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,8.0,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,20.0,3.0,17.0,223.0,118.0,105.0,18.0,15.0,3.0,8760.0,0.0,8760.0,33.0,17.0,16.0
G1801730,18,173,38.0977639,-87.2720225,38.012884,-87.352574,59689.0,Warrick,Indiana,G1801730,38.012884,-87.352574,2014,72432,38.0333,-87.5333,9.937382166990451,True,4978.0,1388.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,2.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,281.0,143.0,138.0,5.0,3.0,2.0,8760.0,0.0,8760.0,17.0,7.0,10.0
G1801750,18,175,38.6006126,-86.1047512,38.572886,-86.086677,28262.0,Washington,Indiana,G1801750,38.572886,-86.086677,2014,72423,38.1833,-85.7333,33.02906532872382,True,4670.0,1543.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,31.0,20.0,11.0,0.0,0.0,0.0,8760.0,0.0,8760.0,53.0,23.0,30.0
G1801770,18,177,39.8630908,-85.0067351,39.842737,-84.949811,68917.0,Wayne,Indiana,G1801770,39.842737,-84.949811,2014,KMIE0,40.2425,-85.3958,36.32402273028627,True,6492.0,788.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,37.0,3.0,34.0,37.0,3.0,34.0,37.0,3.0,34.0,49.0,3.0,46.0,189.0,94.0,95.0,38.0,3.0,35.0,8760.0,0.0,8760.0,28.0,21.0,7.0
G1801790,18,179,40.7352727,-85.2129742,40.770771,-85.194412,27636.0,Wells,Indiana,G1801790,40.770771,-85.194412,2014,72533,41.0,-85.0333,17.935278908897192,True,7026.0,678.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,80.0,54.0,26.0,0.0,0.0,0.0,8760.0,0.0,8760.0,56.0,39.0,17.0
G1801810,18,181,40.7509496,-86.8642934,40.755698,-86.810306,24643.0,White,Indiana,G1801810,40.755698,-86.810306,2014,KLAF0,40.4123,-86.9369,24.638851763931967,True,6834.0,673.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,8.0,3.0,5.0,8.0,3.0,5.0,8.0,3.0,5.0,20.0,3.0,17.0,223.0,118.0,105.0,18.0,15.0,3.0,8760.0,0.0,8760.0,33.0,17.0,16.0
G1801830,18,183,41.1364261,-85.5018918,41.163144,-85.47848,33292.0,Whitley,Indiana,G1801830,41.163144,-85.47848,2014,72533,41.0,-85.0333,25.78019618989245,True,7026.0,678.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,80.0,54.0,26.0,0.0,0.0,0.0,8760.0,0.0,8760.0,56.0,39.0,17.0
G1900010,19,1,41.3285283,-94.4781643,41.344629,-94.479157,7682.0,Adair,Iowa,G1900010,41.344629,-94.479157,2014,72546,41.5333,-93.6531,44.72846416551816,True,6645.0,1021.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,0.0,0.0,0.0,8760.0,0.0,8760.0,100.0,65.0,35.0
G1900030,19,3,41.0216555,-94.6969059,41.006693,-94.709635,4029.0,Adams,Iowa,G1900030,41.006693,-94.709635,2014,KLWD0,40.6333,-93.9022,49.47705058593017,True,6678.0,863.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,0.0,0.0,0.0,8760.0,0.0,8760.0,13.0,9.0,4.0
G1900050,19,5,43.2749637,-91.382751,43.25705,-91.417115,14330.0,Allamakee,Iowa,G1900050,43.25705,-91.417115,2014,72643,43.8833,-91.25,44.0709599717708,True,7967.0,733.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,14.0,6.0,8.0,29.0,18.0,11.0,0.0,0.0,0.0,8760.0,0.0,8760.0,33.0,21.0,12.0
G1900070,19,7,40.7442964,-92.873061,40.739836,-92.867034,12887.0,Appanoose,Iowa,G1900070,40.739836,-92.867034,2014,KOTM0,41.1066,-92.4479,33.48059014011785,True,7013.0,756.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,11.0,3.0,8.0,13.0,5.0,8.0,13.0,5.0,8.0,23.0,3.0,20.0,14.0,11.0,3.0,1.0,1.0,0.0,8760.0,0.0,8760.0,49.0,24.0,25.0
G1900090,19,9,41.679178,-94.9043119,41.676829,-94.925302,6119.0,Audubon,Iowa,G1900090,41.676829,-94.925302,2014,72550,41.3,-95.9,56.7695958116602,True,6427.0,1082.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,0.0,0.0,0.0,8760.0,0.0,8760.0,61.0,29.0,32.0
G1900110,19,11,42.0925474,-92.05763,42.06222,-92.017478,26076.0,Benton,Iowa,G1900110,42.06222,-92.017478,2014,72545,41.8851,-91.7123,19.887381200507733,True,7667.0,620.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,9.0,5.0,4.0,7.0,5.0,2.0,0.0,0.0,0.0,8760.0,0.0,8760.0,56.0,38.0,18.0
G1900130,19,13,42.4715414,-92.3080334,42.490851,-92.370013,131090.0,Black Hawk,Iowa,G1900130,42.490851,-92.370013,2014,KMIW0,42.1127,-92.9178,38.29172697271181,True,7762.0,627.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,70.0,38.0,32.0
G1900150,19,15,42.038601,-93.9383625,42.026494,-93.895155,26306.0,Boone,Iowa,G1900150,42.026494,-93.895155,2014,KAMW0,41.9921,-93.6218,14.233499633109254,True,7550.0,634.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,5.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,99.0,65.0,34.0,11.0,3.0,8.0,8760.0,0.0,8760.0,21.0,15.0,6.0
G1900170,19,17,42.7808902,-92.3275863,42.743058,-92.376967,24276.0,Bremer,Iowa,G1900170,42.743058,-92.376967,2014,KMIW0,42.1127,-92.9178,51.55251690860069,True,7762.0,627.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,70.0,38.0,32.0
G1900190,19,19,42.4703284,-91.8386658,42.486957,-91.901041,20958.0,Buchanan,Iowa,G1900190,42.486957,-91.901041,2014,72545,41.8851,-91.7123,42.69214464261977,True,7667.0,620.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,9.0,5.0,4.0,7.0,5.0,2.0,0.0,0.0,0.0,8760.0,0.0,8760.0,56.0,38.0,18.0
G1900210,19,21,42.741521,-95.1414313,42.679153,-95.181444,20260.0,Buena Vista,Iowa,G1900210,42.679153,-95.181444,2014,KEST0,43.4074,-94.7464,54.90325925000957,True,8558.0,418.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,9.0,3.0,6.0,9.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,78.0,45.0,33.0
G1900230,19,23,42.7347076,-92.7800664,42.707538,-92.758692,14867.0,Butler,Iowa,G1900230,42.707538,-92.758692,2014,KMIW0,42.1127,-92.9178,41.89312360468941,True,7762.0,627.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,70.0,38.0,32.0
G1900250,19,25,42.3861699,-94.6436829,42.400162,-94.625331,9670.0,Calhoun,Iowa,G1900250,42.400162,-94.625331,2014,KAMW0,41.9921,-93.6218,58.596728606663305,True,7550.0,634.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,5.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,99.0,65.0,34.0,11.0,3.0,8.0,8760.0,0.0,8760.0,21.0,15.0,6.0
G1900270,19,27,42.039492,-94.8676471,42.038571,-94.867634,20816.0,Carroll,Iowa,G1900270,42.038571,-94.867634,2014,KAMW0,41.9921,-93.6218,64.03356619188968,True,7550.0,634.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,5.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,99.0,65.0,34.0,11.0,3.0,8.0,8760.0,0.0,8760.0,21.0,15.0,6.0
G1900290,19,29,41.3338235,-94.9333023,41.365898,-94.979466,13956.0,Cass,Iowa,G1900290,41.365898,-94.979466,2014,72550,41.3,-95.9,47.97462121723583,True,6427.0,1082.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,0.0,0.0,0.0,8760.0,0.0,8760.0,61.0,29.0,32.0
G1900310,19,31,41.77236,-91.1326105,41.757883,-91.137388,18499.0,Cedar,Iowa,G1900310,41.757883,-91.137388,2014,KIOW0,41.6398,-91.5481,22.704580197886045,True,7311.0,753.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,9.0,3.0,6.0,166.0,99.0,67.0,0.0,0.0,0.0,8760.0,0.0,8760.0,33.0,19.0,14.0
G1900330,19,33,43.0749751,-93.2509646,43.135116,-93.246222,44151.0,Cerro Gordo,Iowa,G1900330,43.135116,-93.246222,2014,KMCW0,43.1578,-93.3313,4.566274879113758,True,8501.0,514.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,9.0,8.0,1.0,0.0,0.0,0.0,8760.0,0.0,8760.0,88.0,42.0,46.0
G1900350,19,35,42.7427375,-95.6332616,42.749288,-95.593937,12072.0,Cherokee,Iowa,G1900350,42.749288,-95.593937,2014,KEST0,43.4074,-94.7464,62.42633091923551,True,8558.0,418.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,9.0,3.0,6.0,9.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,78.0,45.0,33.0
G1900370,19,37,43.0597409,-92.3172101,43.038059,-92.344319,12439.0,Chickasaw,Iowa,G1900370,43.038059,-92.344319,2014,KMCW0,43.1578,-93.3313,50.476516275613,True,8501.0,514.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,9.0,8.0,1.0,0.0,0.0,0.0,8760.0,0.0,8760.0,88.0,42.0,46.0
G1900390,19,39,41.0291908,-93.7840961,41.036835,-93.78126,9286.0,Clarke,Iowa,G1900390,41.036835,-93.78126,2014,KLWD0,40.6333,-93.9022,28.589361681589505,True,6678.0,863.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,0.0,0.0,0.0,8760.0,0.0,8760.0,13.0,9.0,4.0
G1900410,19,41,43.079822,-95.1497261,43.127315,-95.159571,16667.0,Clay,Iowa,G1900410,43.127315,-95.159571,2014,KEST0,43.4074,-94.7464,28.400716780111463,True,8558.0,418.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,9.0,3.0,6.0,9.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,78.0,45.0,33.0
G1900430,19,43,42.8409979,-91.3235108,42.860097,-91.322919,18129.0,Clayton,Iowa,G1900430,42.860097,-91.322919,2014,KLNR0,43.2119,-90.1798,62.63772809184232,True,7680.0,835.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,97.0,9.0,88.0,97.0,9.0,88.0,97.0,9.0,88.0,119.0,9.0,110.0,256.0,130.0,126.0,3.0,3.0,0.0,8760.0,0.0,8760.0,23.0,21.0,2.0
G1900450,19,45,41.8980732,-90.5342431,41.852707,-90.335737,49116.0,Clinton,Iowa,G1900450,41.852707,-90.335737,2014,74455,41.6167,-90.5833,20.708181592226783,True,7371.0,712.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,17.0,6.0,11.0,17.0,6.0,11.0,17.0,6.0,11.0,41.0,12.0,29.0,9.0,8.0,1.0,0.0,0.0,0.0,8760.0,0.0,8760.0,49.0,26.0,23.0
G1900470,19,47,42.0431192,-95.3890903,42.027366,-95.358454,17096.0,Crawford,Iowa,G1900470,42.027366,-95.358454,2014,72550,41.3,-95.9,57.50654923788016,True,6427.0,1082.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,0.0,0.0,0.0,8760.0,0.0,8760.0,61.0,29.0,32.0
G1900490,19,49,41.6853206,-94.0407065,41.645223,-93.923368,66135.0,Dallas,Iowa,G1900490,41.645223,-93.923368,2014,72546,41.5333,-93.6531,15.96445084674906,True,6645.0,1021.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,0.0,0.0,0.0,8760.0,0.0,8760.0,100.0,65.0,35.0
G1900510,19,51,40.7480892,-92.4103453,40.765097,-92.415821,8753.0,Davis,Iowa,G1900510,40.765097,-92.415821,2014,KOTM0,41.1066,-92.4479,23.654904682299588,True,7013.0,756.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,11.0,3.0,8.0,13.0,5.0,8.0,13.0,5.0,8.0,23.0,3.0,20.0,14.0,11.0,3.0,1.0,1.0,0.0,8760.0,0.0,8760.0,49.0,24.0,25.0
G1900530,19,53,40.7363787,-93.7845799,40.71001,-93.821366,8457.0,Decatur,Iowa,G1900530,40.71001,-93.821366,2014,KLWD0,40.6333,-93.9022,6.7849580573851975,True,6678.0,863.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,0.0,0.0,0.0,8760.0,0.0,8760.0,13.0,9.0,4.0
G1900550,19,55,42.4730017,-91.3594378,42.482434,-91.383342,17764.0,Delaware,Iowa,G1900550,42.482434,-91.383342,2014,72545,41.8851,-91.7123,44.575786798392365,True,7667.0,620.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,9.0,5.0,4.0,7.0,5.0,2.0,0.0,0.0,0.0,8760.0,0.0,8760.0,56.0,38.0,18.0
G1900570,19,57,40.9153393,-91.1869253,40.833525,-91.141489,40325.0,Des Moines,Iowa,G1900570,40.833525,-91.141489,2014,72542,40.7832,-91.1255,3.576248037891124,True,6672.0,902.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,42.0,3.0,39.0,42.0,3.0,39.0,42.0,3.0,39.0,54.0,3.0,51.0,67.0,39.0,28.0,0.0,0.0,0.0,8760.0,0.0,8760.0,94.0,40.0,54.0
G1900590,19,59,43.3896107,-95.1960572,43.389624,-95.133548,16667.0,Dickinson,Iowa,G1900590,43.389624,-95.133548,2014,KEST0,43.4074,-94.7464,19.47461611758624,True,8558.0,418.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,9.0,3.0,6.0,9.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,78.0,45.0,33.0
G1900610,19,61,42.4634808,-90.8787708,42.493726,-90.759915,93653.0,Dubuque,Iowa,G1900610,42.493726,-90.759915,2014,72547,42.4,-90.0333,37.607503537405975,True,8122.0,479.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,30.0,22.0,8.0,0.0,0.0,0.0,8760.0,0.0,8760.0,31.0,16.0,15.0
G1900630,19,63,43.3779844,-94.6693702,43.394425,-94.75499,10302.0,Emmet,Iowa,G1900630,43.394425,-94.75499,2014,KEST0,43.4074,-94.7464,0.9948067610637158,True,8558.0,418.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,9.0,3.0,6.0,9.0,3.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8760.0,0.0,8760.0,78.0,45.0,33.0
G1900650,19,65,42.8644496,-91.8393728,42.820385,-91.855375,20880.0,Fayette,Iowa,G1900650,42.820385,-91.855375,2014,72545,41.8851,-91.7123,65.0335311432321,True,7667.0,620.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,9.0,5.0,4.0,7.0,5.0,2.0,0.0,0.0,0.0,8760.0,0.0,8760.0,56.0,38.0,18.0
G1900670,19,67,43.052741,-92.7873669,43.074625,-92.75233,16303.0,Floyd,Iowa,G1900670,43.074625,-92.75233,2014,KMCW0,43.1578,-93.3313,29.760969248161484,True,8501.0,514.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,9.0,8.0,1.0,0.0,0.0,0.0,8760.0,0.0,8760.0,88.0,42.0,46.0
G1900690,19,69,42.7365489,-93.2714247,42.755202,-93.240318,10680.0,Franklin,Iowa,G1900690,42.755202,-93.240318,2014,KMCW0,43.1578,-93.3313,28.19471797725127,True,8501.0,514.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,3.0,9.0,8.0,1.0,0.0,0.0,0.0,8760.0,0.0,8760.0,88.0,42.0,46.0
G1900710,19,71,40.7425902,-95.5991816,40.747942,-95.623322,7441.0,Fremont,Iowa,G1900710,40.747942,-95.623322,2014,72550,41.3,-95.9,40.778949092780095,True,6427.0,1082.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,1.0,0.0,0.0,0.0,8760.0,0.0,8760.0,61.0,29.0,32.0
G1900730,19,73,42.042494,-94.3887028,42.029792,-94.375962,9336.0,Greene,Iowa,G1900730,42.029792,-94.375962,2014,KAMW0,41.9921,-93.6218,38.80415057150383,True,7550.0,634.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,0.0,0.0,0.0,5.0,3.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,99.0,65.0,34.0,11.0,3.0,8.0,8760.0,0.0,8760.0,21.0,15.0,6.0
