fip_code,STATE_fip,COUNTY_fip,CENTROID_LAT,CENTROID_LON,Population_centroid_lat,Population_centroid_long,Population,county_name,state,Location Name,Latitude,Longitude,Year
G3000590,30,59,46.585698,-110.9217475,46.526827,-110.875445,1891,Meagher,Montana,G3000590,46.526827,-110.875445,2017
G3000610,30,61,47.1552135,-115.0645471,47.185566,-114.899744,4223,Mineral,Montana,G3000610,47.185566,-114.899744,2017
G3000630,30,63,47.0272626,-113.8926807,46.875472,-114.019007,109299,Missoula,Montana,G3000630,46.875472,-114.019007,2017
G3000650,30,65,46.5052807,-108.4397631,46.417552,-108.490425,4538,Musselshell,Montana,G3000650,46.417552,-108.490425,2017
G3000670,30,67,45.4219048,-110.5327983,45.59709,-110.599015,15636,Park,Montana,G3000670,45.59709,-110.599015,2017
G3000710,30,71,48.2501547,-107.9288331,48.374315,-107.857685,4253,Phillips,Montana,G3000710,48.374315,-107.857685,2017
G3000730,30,73,48.2303122,-112.2199279,48.210126,-112.14458,6153,Pondera,Montana,G3000730,48.210126,-112.14458,2017
G3000750,30,75,45.4089262,-105.555344,45.440737,-105.535004,1743,Powder River,Montana,G3000750,45.440737,-105.535004,2017
G3000770,30,77,46.8442254,-112.9310998,46.449212,-112.760484,7027,Powell,Montana,G3000770,46.449212,-112.760484,2017
G3000810,30,81,46.0792979,-114.1190647,46.352649,-114.117267,40212,Ravalli,Montana,G3000810,46.352649,-114.117267,2017
G3000830,30,83,47.7855132,-104.5633871,47.718572,-104.203904,9746,Richland,Montana,G3000830,47.718572,-104.203904,2017
G3000850,30,85,48.2827471,-104.9951698,48.132541,-105.24766,10425,Roosevelt,Montana,G3000850,48.132541,-105.24766,2017
G3000870,30,87,46.1620578,-106.7025387,45.907996,-106.611337,9233,Rosebud,Montana,G3000870,45.907996,-106.611337,2017
G3000890,30,89,47.7565002,-115.1802948,47.636131,-115.177085,11413,Sanders,Montana,G3000890,47.636131,-115.177085,2017
G3000910,30,91,48.7055228,-104.5339129,48.737464,-104.499376,3384,Sheridan,Montana,G3000910,48.737464,-104.499376,2017
G3000930,30,93,45.895959,-112.6602218,45.98796,-112.524356,34200,Silver Bow,Montana,G3000930,45.98796,-112.524356,2017
G3000950,30,95,45.6589275,-109.3821558,45.613806,-109.249493,9117,Stillwater,Montana,G3000950,45.613806,-109.249493,2017
G3000970,30,97,45.8130601,-109.9413124,45.830248,-109.915919,3651,Sweet Grass,Montana,G3000970,45.830248,-109.915919,2017
G3000990,30,99,47.8190352,-112.2817249,47.771875,-112.054612,6073,Teton,Montana,G3000990,47.771875,-112.054612,2017
G3001010,30,101,48.6450515,-111.7334927,48.585262,-111.85338,5324,Toole,Montana,G3001010,48.585262,-111.85338,2017
G3001050,30,105,48.3498496,-106.6704238,48.233939,-106.546143,7369,Valley,Montana,G3001050,48.233939,-106.546143,2017
G3001070,30,107,46.4970466,-109.8571467,46.459736,-109.844091,2168,Wheatland,Montana,G3001070,46.459736,-109.844091,2017
G3001090,30,109,46.9629657,-104.2745184,46.969011,-104.196159,1017,Wibaux,Montana,G3001090,46.969011,-104.196159,2017
G3001110,30,111,45.9369867,-108.2766564,45.791309,-108.539417,147972,Yellowstone,Montana,G3001110,45.791309,-108.539417,2017
G3100010,31,1,40.5206322,-98.5000441,40.583763,-98.414536,31364,Adams,Nebraska,G3100010,40.583763,-98.414536,2017
G3100030,31,3,42.1832253,-98.0580367,42.149596,-98.05683,6685,Antelope,Nebraska,G3100030,42.149596,-98.05683,2017
G3100110,31,11,41.7039345,-98.0704764,41.68018,-98.01636,5505,Boone,Nebraska,G3100110,41.68018,-98.01636,2017
G3100130,31,13,42.2103804,-103.0817795,42.13504,-102.903704,11308,Box Butte,Nebraska,G3100130,42.13504,-102.903704,2017
G3100150,31,15,42.8944477,-98.7730221,42.891084,-98.730816,2099,Boyd,Nebraska,G3100150,42.891084,-98.730816,2017
G3100170,31,17,42.3595618,-99.9239198,42.538836,-99.852141,3145,Brown,Nebraska,G3100170,42.538836,-99.852141,2017
G3100190,31,19,40.855226,-99.0749833,40.737667,-99.07016,46102,Buffalo,Nebraska,G3100190,40.737667,-99.07016,2017
G3100210,31,21,41.8541794,-96.3377462,41.845797,-96.34254,6858,Burt,Nebraska,G3100210,41.845797,-96.34254,2017
G3100230,31,23,41.2260724,-97.1320395,41.248949,-97.141234,8395,Butler,Nebraska,G3100230,41.248949,-97.141234,2017
G3100250,31,25,40.9098778,-96.1406086,40.946526,-96.062535,25241,Cass,Nebraska,G3100250,40.946526,-96.062535,2017
G3100270,31,27,42.6045112,-97.2568241,42.576273,-97.25486,8852,Cedar,Nebraska,G3100270,42.576273,-97.25486,2017
G3100290,31,29,40.5303903,-101.6941918,40.500254,-101.619767,3966,Chase,Nebraska,G3100290,40.500254,-101.619767,2017
G3100310,31,31,42.5713234,-101.0476533,42.784561,-100.754886,5713,Cherry,Nebraska,G3100310,42.784561,-100.754886,2017
G3100330,31,33,41.2142358,-103.0119289,41.166245,-102.982623,9998,Cheyenne,Nebraska,G3100330,41.166245,-102.982623,2017
G3100350,31,35,40.5236688,-98.0510501,40.545465,-98.029666,6542,Clay,Nebraska,G3100350,40.545465,-98.029666,2017
G3100370,31,37,41.57496,-97.0889449,41.517571,-97.076554,10515,Colfax,Nebraska,G3100370,41.517571,-97.076554,2017
G3100390,31,39,41.9158651,-96.7885168,41.897578,-96.759175,9139,Cuming,Nebraska,G3100390,41.897578,-96.759175,2017
G3100410,31,41,41.3938927,-99.7268662,41.401093,-99.672832,10939,Custer,Nebraska,G3100410,41.401093,-99.672832,2017
G3100430,31,43,42.3916449,-96.5613555,42.445678,-96.441515,21006,Dakota,Nebraska,G3100430,42.445678,-96.441515,2017
G3100450,31,45,42.7112144,-103.1348721,42.785306,-103.066266,9182,Dawes,Nebraska,G3100450,42.785306,-103.066266,2017
G3100470,31,47,40.8673784,-99.8151537,40.828531,-99.858944,24326,Dawson,Nebraska,G3100470,40.828531,-99.858944,2017
G3100510,31,51,42.4852801,-96.8558616,42.438517,-96.830002,6000,Dixon,Nebraska,G3100510,42.438517,-96.830002,2017
G3100530,31,53,41.5770082,-96.6458526,41.473485,-96.53063,36691,Dodge,Nebraska,G3100530,41.473485,-96.53063,2017
G3100550,31,55,41.2970908,-96.1540664,41.25991,-96.061471,517110,Douglas,Nebraska,G3100550,41.25991,-96.061471,2017
G3100590,31,59,40.5250399,-97.5967053,40.540682,-97.578024,5890,Fillmore,Nebraska,G3100590,40.540682,-97.578024,2017
G3100630,31,63,40.5309469,-100.4066834,40.607972,-100.404194,2756,Frontier,Nebraska,G3100630,40.607972,-100.404194,2017
G3100650,31,65,40.191865,-99.9096631,40.248006,-99.925599,4959,Furnas,Nebraska,G3100650,40.248006,-99.925599,2017
G3100670,31,67,40.2552337,-96.6834528,40.274482,-96.714139,22311,Gage,Nebraska,G3100670,40.274482,-96.714139,2017
G3100690,31,69,41.6333638,-102.3029845,41.422768,-102.320765,2057,Garden,Nebraska,G3100690,41.422768,-102.320765,2017
G3100710,31,71,41.9068675,-98.951231,41.800943,-99.107238,2049,Garfield,Nebraska,G3100710,41.800943,-99.107238,2017
G3100770,31,77,41.5675715,-98.5305655,41.556319,-98.497703,2538,Greeley,Nebraska,G3100770,41.556319,-98.497703,2017
G3100790,31,79,40.8660265,-98.5026645,40.915597,-98.377535,58607,Hall,Nebraska,G3100790,40.915597,-98.377535,2017
G3100810,31,81,40.8728173,-98.0223294,40.878695,-98.021089,9124,Hamilton,Nebraska,G3100810,40.878695,-98.021089,2017
G3100830,31,83,40.1787663,-99.4034177,40.145693,-99.40221,3423,Harlan,Nebraska,G3100830,40.145693,-99.40221,2017
G3100870,31,87,40.1768964,-101.044217,40.211961,-101.006845,2908,Hitchcock,Nebraska,G3100870,40.211961,-101.006845,2017
G3100890,31,89,42.4592867,-98.7847662,42.4584,-98.742988,10435,Holt,Nebraska,G3100890,42.4584,-98.742988,2017
G3100930,31,93,41.2168513,-98.5133417,41.189549,-98.493475,6274,Howard,Nebraska,G3100930,41.189549,-98.493475,2017
G3100950,31,95,40.1757356,-97.1431027,40.164028,-97.140354,7547,Jefferson,Nebraska,G3100950,40.164028,-97.140354,2017
G3100970,31,97,40.3950099,-96.2653668,40.401369,-96.228933,5217,Johnson,Nebraska,G3100970,40.401369,-96.228933,2017
G3100990,31,99,40.5091198,-98.9476019,40.506264,-98.992742,6489,Kearney,Nebraska,G3100990,40.506264,-98.992742,2017
G3101010,31,101,41.1942448,-101.6444493,41.141877,-101.696492,8368,Keith,Nebraska,G3101010,41.141877,-101.696492,2017
G3101050,31,105,41.1992736,-103.7031528,41.232889,-103.660711,3821,Kimball,Nebraska,G3101050,41.232889,-103.660711,2017
G3101070,31,107,42.6344045,-97.8913492,42.61911,-97.786962,8701,Knox,Nebraska,G3101070,42.61911,-97.786962,2017
G3101090,31,109,40.7835474,-96.6886584,40.801058,-96.673551,285407,Lancaster,Nebraska,G3101090,40.801058,-96.673551,2017
G3101110,31,111,41.0503221,-100.7444808,41.119635,-100.78923,36288,Lincoln,Nebraska,G3101110,41.119635,-100.78923,2017
G3101130,31,113,41.5421555,-100.4436647,41.484178,-100.500737,763,Logan,Nebraska,G3101130,41.484178,-100.500737,2017
G3101190,31,119,41.9099293,-97.6068564,42.003908,-97.461692,34876,Madison,Nebraska,G3101190,42.003908,-97.461692,2017
G3101210,31,121,41.1698005,-98.0310505,41.1312,-98.039353,7845,Merrick,Nebraska,G3101210,41.1312,-98.039353,2017
G3101230,31,123,41.7322039,-102.9905936,41.707123,-103.159224,5042,Morrill,Nebraska,G3101230,41.707123,-103.159224,2017
G3101250,31,125,41.4023855,-97.9914083,41.403829,-97.895028,3735,Nance,Nebraska,G3101250,41.403829,-97.895028,2017
G3101270,31,127,40.3852358,-95.8530563,40.403957,-95.836309,7248,Nemaha,Nebraska,G3101270,40.403957,-95.836309,2017
G3101290,31,129,40.1764918,-98.0468422,40.115021,-98.061108,4500,Nuckolls,Nebraska,G3101290,40.115021,-98.061108,2017
G3101310,31,131,40.6379916,-96.1310274,40.669495,-96.029874,15740,Otoe,Nebraska,G3101310,40.669495,-96.029874,2017
G3101350,31,135,40.8576462,-101.6274676,40.847278,-101.672531,2970,Perkins,Nebraska,G3101350,40.847278,-101.672531,2017
G3101370,31,137,40.5163647,-99.4065568,40.468151,-99.406756,9188,Phelps,Nebraska,G3101370,40.468151,-99.406756,2017
G3101390,31,139,42.2714129,-97.6109917,42.262663,-97.591986,7266,Pierce,Nebraska,G3101390,42.262663,-97.591986,2017
G3101410,31,141,41.5768655,-97.5134673,41.469013,-97.387409,32237,Platte,Nebraska,G3101410,41.469013,-97.387409,2017
G3101430,31,143,41.1879253,-97.5706627,41.174759,-97.555813,5406,Polk,Nebraska,G3101430,41.174759,-97.555813,2017
G3101450,31,145,40.1694196,-100.4685764,40.205475,-100.587807,11055,Red Willow,Nebraska,G3101450,40.205475,-100.587807,2017
G3101470,31,147,40.1237427,-95.7186026,40.099947,-95.673464,8363,Richardson,Nebraska,G3101470,40.099947,-95.673464,2017
G3101490,31,149,42.394749,-99.4208512,42.536442,-99.495235,1526,Rock,Nebraska,G3101490,42.536442,-99.495235,2017
G3101510,31,151,40.5168024,-97.131755,40.578252,-97.02001,14200,Saline,Nebraska,G3101510,40.578252,-97.02001,2017
G3101530,31,153,41.1150635,-96.1091254,41.153107,-96.033892,158840,Sarpy,Nebraska,G3101530,41.153107,-96.033892,2017
G3101550,31,155,41.2231522,-96.6409225,41.199571,-96.571016,20780,Saunders,Nebraska,G3101550,41.199571,-96.571016,2017
G3101570,31,157,41.8503306,-103.7015494,41.865018,-103.68038,36970,Scotts Bluff,Nebraska,G3101570,41.865018,-103.68038,2017
G3101590,31,159,40.8719439,-97.140383,40.873593,-97.106037,16750,Seward,Nebraska,G3101590,40.873593,-97.106037,2017
G3101610,31,161,42.5122888,-102.3682795,42.699305,-102.398893,5469,Sheridan,Nebraska,G3101610,42.699305,-102.398893,2017
G3101630,31,163,41.2187425,-98.9728492,41.223634,-98.97165,3152,Sherman,Nebraska,G3101630,41.223634,-98.97165,2017
G3101650,31,165,42.4706119,-103.7321114,42.379652,-103.825082,1311,Sioux,Nebraska,G3101650,42.379652,-103.825082,2017
G3101670,31,167,41.9050454,-97.1771094,41.985653,-97.251636,6129,Stanton,Nebraska,G3101670,41.985653,-97.251636,2017
G3101690,31,169,40.1738446,-97.5962626,40.179229,-97.62535,5228,Thayer,Nebraska,G3101690,40.179229,-97.62535,2017
G3101710,31,171,41.8486202,-100.5069105,41.966823,-100.546734,647,Thomas,Nebraska,G3101710,41.966823,-100.546734,2017
G3101730,31,173,42.1540613,-96.5339428,42.159409,-96.515688,6940,Thurston,Nebraska,G3101730,42.159409,-96.515688,2017
G3101750,31,175,41.5640938,-98.9834841,41.57337,-98.947749,4260,Valley,Nebraska,G3101750,41.57337,-98.947749,2017
G3101770,31,177,41.5339726,-96.2245771,41.507053,-96.158296,20234,Washington,Nebraska,G3101770,41.507053,-96.158296,2017
G3101790,31,179,42.210746,-97.1262433,42.22193,-97.063062,9595,Wayne,Nebraska,G3101790,42.22193,-97.063062,2017
G3101810,31,181,40.1806461,-98.4985897,40.200266,-98.485192,3812,Webster,Nebraska,G3101810,40.200266,-98.485192,2017
G3101830,31,183,41.922578,-98.520851,41.880574,-98.543873,818,Wheeler,Nebraska,G3101830,41.880574,-98.543873,2017
G3101850,31,185,40.8730557,-97.5967418,40.864374,-97.605431,13665,York,Nebraska,G3101850,40.864374,-97.605431,2017
G3200010,32,1,39.53771,-118.2641654,39.473584,-118.795661,24877,Churchill,Nevada,G3200010,39.473584,-118.795661,2017
G3200030,32,3,36.214236,-115.0138188,36.143366,-115.14994,1951269,Clark,Nevada,G3200030,36.143366,-115.14994,2017
G3200050,32,5,38.9051292,-119.6090191,38.956913,-119.755928,46997,Douglas,Nevada,G3200050,38.956913,-119.755928,2017
G3200070,32,7,41.1411327,-115.3514239,40.870907,-115.518595,48818,Elko,Nevada,G3200070,40.870907,-115.518595,2017
G3200110,32,11,39.9777878,-116.2722082,39.866898,-116.147686,1987,Eureka,Nevada,G3200110,39.866898,-116.147686,2017
G3200130,32,13,41.4079136,-118.1275915,41.034176,-117.745055,16528,Humboldt,Nevada,G3200130,41.034176,-117.745055,2017
G3200150,32,15,39.9002105,-117.0472398,40.520911,-116.94321,5775,Lander,Nevada,G3200150,40.520911,-116.94321,2017
G3200170,32,17,37.634605,-114.8630367,37.6903,-114.644504,5345,Lincoln,Nevada,G3200170,37.6903,-114.644504,2017
G3200190,32,19,39.0222125,-119.1974246,39.34878,-119.325133,51980,Lyon,Nevada,G3200190,39.34878,-119.325133,2017
G3200210,32,21,38.516647,-118.4162794,38.590037,-118.638693,4772,Mineral,Nevada,G3200210,38.590037,-118.638693,2017
G3200230,32,23,37.9658636,-116.4590107,36.468656,-116.165792,43946,Nye,Nevada,G3200230,36.468656,-116.165792,2017
G3200270,32,27,40.439639,-118.4094765,40.34344,-118.294549,6753,Pershing,Nevada,G3200270,40.34344,-118.294549,2017
G3200290,32,29,39.4383853,-119.5246462,39.389364,-119.624138,4010,Storey,Nevada,G3200290,39.389364,-119.624138,2017
G3200310,32,31,40.734015,-119.6622724,39.535558,-119.795493,421407,Washoe,Nevada,G3200310,39.535558,-119.795493,2017
G3200330,32,33,39.4182344,-114.900605,39.273238,-114.862381,10030,White Pine,Nevada,G3200330,39.273238,-114.862381,2017
G3205100,32,510,39.1533382,-119.7436864,39.166134,-119.753711,55274,Carson City,Nevada,G3205100,39.166134,-119.753711,2017
G3300010,33,1,43.5191091,-71.4253661,43.5174,-71.44059,60088,Belknap,New Hampshire,G3300010,43.5174,-71.44059,2017
G3300030,33,3,43.8675668,-71.201665,43.810972,-71.166412,47818,Carroll,New Hampshire,G3300030,43.810972,-71.166412,2017
G3300050,33,5,42.9254553,-72.2482169,42.898264,-72.262715,77117,Cheshire,New Hampshire,G3300050,42.898264,-72.262715,2017
G3300070,33,7,44.6524194,-71.2893827,44.550062,-71.36275,33055,Coos,New Hampshire,G3300070,44.550062,-71.36275,2017
G3300090,33,9,43.9264976,-71.8423368,43.838874,-71.953268,89118,Grafton,New Hampshire,G3300090,43.838874,-71.953268,2017
G3300110,33,11,42.9116429,-71.7231012,42.879889,-71.532928,400721,Hillsborough,New Hampshire,G3300110,42.879889,-71.532928,2017
G3300130,33,13,43.2994849,-71.6801295,43.246442,-71.586214,146445,Merrimack,New Hampshire,G3300130,43.246442,-71.586214,2017
G3300150,33,15,42.9885826,-71.0989884,42.936726,-71.104266,295223,Rockingham,New Hampshire,G3300150,42.936726,-71.104266,2017
G3300170,33,17,43.2931715,-71.035889,43.247646,-70.954943,123143,Strafford,New Hampshire,G3300170,43.247646,-70.954943,2017
G3300190,33,19,43.3611883,-72.2220839,43.367422,-72.259352,43742,Sullivan,New Hampshire,G3300190,43.367422,-72.259352,2017
G3400010,34,1,39.469354,-74.6337584,39.427562,-74.583452,274549,Atlantic,New Jersey,G3400010,39.427562,-74.583452,2017
G3400030,34,3,40.959648,-74.0748604,40.918799,-74.057383,905116,Bergen,New Jersey,G3400030,40.918799,-74.057383,2017
G3400050,34,5,39.8757858,-74.6630063,39.982667,-74.834269,448734,Burlington,New Jersey,G3400050,39.982667,-74.834269,2017
G3400070,34,7,39.8023521,-74.9612508,39.86401,-75.027836,513657,Camden,New Jersey,G3400070,39.86401,-75.027836,2017
G3400090,34,9,39.0861425,-74.8477158,39.095952,-74.807133,97265,Cape May,New Jersey,G3400090,39.095952,-74.807133,2017
G3400110,34,11,39.3283874,-75.1216435,39.428284,-75.087728,156898,Cumberland,New Jersey,G3400110,39.428284,-75.087728,2017
G3400130,34,13,40.7872272,-74.246153,40.768705,-74.216402,783969,Essex,New Jersey,G3400130,40.768705,-74.216402,2017
G3400150,34,15,39.7228248,-75.1455481,39.749187,-75.127456,288288,Gloucester,New Jersey,G3400150,39.749187,-75.127456,2017
G3400170,34,17,40.7313837,-74.0786266,40.742925,-74.061278,634266,Hudson,New Jersey,G3400170,40.742925,-74.061278,2017
G3400190,34,19,40.5652832,-74.9119695,40.572183,-74.896782,128349,Hunterdon,New Jersey,G3400190,40.572183,-74.896782,2017
G3400210,34,21,40.2825027,-74.703724,40.255566,-74.70034,366513,Mercer,New Jersey,G3400210,40.255566,-74.70034,2017
G3400230,34,23,40.4395925,-74.4075852,40.485529,-74.387921,809858,Middlesex,New Jersey,G3400230,40.485529,-74.387921,2017
G3400250,34,25,40.2870558,-74.1524453,40.291301,-74.14773,630380,Monmouth,New Jersey,G3400250,40.291301,-74.14773,2017
G3400270,34,27,40.8585805,-74.5474268,40.859552,-74.501661,492276,Morris,New Jersey,G3400270,40.859552,-74.501661,2017
G3400290,34,29,39.865669,-74.2588636,39.973657,-74.21461,576567,Ocean,New Jersey,G3400290,39.973657,-74.21461,2017
G3400310,34,31,41.0383851,-74.2984918,40.925361,-74.191473,501226,Passaic,New Jersey,G3400310,40.925361,-74.191473,2017
G3400330,34,33,39.5738282,-75.3573559,39.625938,-75.37658,66083,Salem,New Jersey,G3400330,39.625938,-75.37658,2017
G3400350,34,35,40.5655218,-74.61993,40.561176,-74.578798,323444,Somerset,New Jersey,G3400350,40.561176,-74.578798,2017
G3400370,34,37,41.1374239,-74.6918545,41.091219,-74.654037,149265,Sussex,New Jersey,G3400370,41.091219,-74.654037,2017
G3400390,34,39,40.6598707,-74.3086957,40.659609,-74.294239,536499,Union,New Jersey,G3400390,40.659609,-74.294239,2017
G3400410,34,41,40.8535238,-75.0095421,40.795162,-75.016426,108692,Warren,New Jersey,G3400410,40.795162,-75.016426,2017
G3500010,35,1,35.0540019,-106.6690645,35.107877,-106.616039,662564,Bernalillo,New Mexico,G3500010,35.107877,-106.616039,2017
G3500050,35,5,33.3616045,-104.4698374,33.364652,-104.51261,65645,Chaves,New Mexico,G3500050,33.364652,-104.51261,2017
G3500060,35,6,34.93205,-108.000374,35.113977,-107.804609,27213,Cibola,New Mexico,G3500060,35.113977,-107.804609,2017
G3500070,35,7,36.6129625,-104.6401256,36.702618,-104.643736,13750,Colfax,New Mexico,G3500070,36.702618,-104.643736,2017
G3500090,35,9,34.5729841,-103.3460546,34.420099,-103.215708,48376,Curry,New Mexico,G3500090,34.420099,-103.215708,2017
G3500110,35,11,34.3592729,-104.3686961,34.465462,-104.257875,2022,De Baca,New Mexico,G3500110,34.465462,-104.257875,2017
G3500130,35,13,32.3509119,-106.8321821,32.247294,-106.728697,209233,Dona Ana,New Mexico,G3500130,32.247294,-106.728697,2017
G3500150,35,15,32.4578702,-104.3064789,32.547601,-104.291387,53829,Eddy,New Mexico,G3500150,32.547601,-104.291387,2017
G3500170,35,17,32.732087,-108.3815043,32.780455,-108.242693,29514,Grant,New Mexico,G3500170,32.780455,-108.242693,2017
G3500190,35,19,34.8697822,-104.7849677,34.930036,-104.792489,4687,Guadalupe,New Mexico,G3500190,34.930036,-104.792489,2017
G3500230,35,23,31.8980519,-108.7519293,32.275633,-108.76674,4894,Hidalgo,New Mexico,G3500230,32.275633,-108.76674,2017
G3500250,35,25,32.7956865,-103.4132707,32.753117,-103.193711,64727,Lea,New Mexico,G3500250,32.753117,-103.193711,2017
G3500270,35,27,33.7409407,-105.4490834,33.420964,-105.631173,20497,Lincoln,New Mexico,G3500270,33.420964,-105.631173,2017
G3500280,35,28,35.8700469,-106.3079679,35.868766,-106.270283,17950,Los Alamos,New Mexico,G3500280,35.868766,-106.270283,2017
G3500290,35,29,32.1845231,-107.7471911,32.217487,-107.740412,25095,Luna,New Mexico,G3500290,32.217487,-107.740412,2017
G3500310,35,31,35.5838784,-108.2532659,35.511504,-108.63423,71492,McKinley,New Mexico,G3500310,35.511504,-108.63423,2017
G3500330,35,33,35.9828413,-104.9218975,35.99928,-105.241049,4881,Mora,New Mexico,G3500330,35.99928,-105.241049,2017
G3500350,35,35,32.5887764,-105.7810785,32.806642,-105.989844,63797,Otero,New Mexico,G3500350,32.806642,-105.989844,2017
G3500370,35,37,35.1070184,-103.5480713,35.180626,-103.65613,9041,Quay,New Mexico,G3500370,35.180626,-103.65613,2017
G3500390,35,39,36.5096687,-106.6939829,36.201002,-106.204801,40246,Rio Arriba,New Mexico,G3500390,36.201002,-106.204801,2017
G3500410,35,41,34.0214569,-103.4827248,34.167549,-103.348217,19846,Roosevelt,New Mexico,G3500410,34.167549,-103.348217,2017
G3500430,35,43,35.6850708,-106.8826194,35.328605,-106.64926,131561,Sandoval,New Mexico,G3500430,35.328605,-106.64926,2017
G3500450,35,45,36.5116245,-108.3245778,36.72194,-108.220647,130044,San Juan,New Mexico,G3500450,36.72194,-108.220647,2017
G3500470,35,47,35.4768585,-104.8035189,35.573296,-105.309684,29393,San Miguel,New Mexico,G3500470,35.573296,-105.309684,2017
G3500490,35,49,35.5143214,-105.9657722,35.630805,-106.004953,144170,Santa Fe,New Mexico,G3500490,35.630805,-106.004953,2017
G3500510,35,51,33.1194611,-107.1881533,33.109273,-107.277841,11988,Sierra,New Mexico,G3500510,33.109273,-107.277841,2017
G3500530,35,53,33.9916579,-106.9391362,34.153828,-106.957793,17866,Socorro,New Mexico,G3500530,34.153828,-106.957793,2017
G3500550,35,55,36.5765287,-105.6379865,36.433447,-105.609376,32937,Taos,New Mexico,G3500550,36.433447,-105.609376,2017
G3500570,35,57,34.5549786,-105.8905582,34.867124,-106.100997,16383,Torrance,New Mexico,G3500570,34.867124,-106.100997,2017
G3500590,35,59,36.4880853,-103.4757229,36.455575,-103.262118,4549,Union,New Mexico,G3500590,36.455575,-103.262118,2017
G3500610,35,61,34.7168404,-106.8065821,34.752149,-106.722542,76569,Valencia,New Mexico,G3500610,34.752149,-106.722542,2017
G3600010,36,1,42.5882401,-73.9740095,42.678976,-73.81304,304204,Albany,New York,G3600010,42.678976,-73.81304,2017
G3600030,36,3,42.2478639,-78.0261263,42.228245,-78.019297,48946,Allegany,New York,G3600030,42.228245,-78.019297,2017
G3600050,36,5,40.8487111,-73.852939,40.849354,-73.882363,1385108,Bronx,New York,G3600050,40.849354,-73.882363,2017
G3600070,36,7,42.1619773,-75.8302833,42.121306,-75.934245,200600,Broome,New York,G3600070,42.121306,-75.934245,2017
G3600090,36,9,42.2390953,-78.6623347,42.224267,-78.607656,80317,Cattaraugus,New York,G3600090,42.224267,-78.607656,2017
G3600110,36,11,43.0085456,-76.5745866,42.93537,-76.560044,80026,Cayuga,New York,G3600110,42.93537,-76.560044,2017
G3600130,36,13,42.3042159,-79.4075949,42.246256,-79.314671,134905,Chautauqua,New York,G3600130,42.246256,-79.314671,2017
G3600150,36,15,42.1552802,-76.7471789,42.118262,-76.813046,88830,Chemung,New York,G3600150,42.118262,-76.813046,2017
G3600170,36,17,42.4780238,-75.6022407,42.481195,-75.570326,50477,Chenango,New York,G3600170,42.481195,-75.570326,2017
G3600190,36,19,44.752712,-73.7056429,44.730039,-73.545325,82128,Clinton,New York,G3600190,44.730039,-73.545325,2017
G3600210,36,21,42.2477288,-73.6268057,42.273336,-73.681049,63096,Columbia,New York,G3600210,42.273336,-73.681049,2017
G3600230,36,23,42.594039,-76.0762397,42.59613,-76.145474,49336,Cortland,New York,G3600230,42.59613,-76.145474,2017
G3600250,36,25,42.1939865,-74.966728,42.244535,-74.993985,47980,Delaware,New York,G3600250,42.244535,-74.993985,2017
G3600270,36,27,41.7547696,-73.7400411,41.681015,-73.839417,297488,Dutchess,New York,G3600270,41.681015,-73.839417,2017
G3600290,36,29,42.752759,-78.7781922,42.889478,-78.792596,919040,Erie,New York,G3600290,42.889478,-78.792596,2017
G3600310,36,31,44.1096005,-73.7784307,44.174474,-73.689906,39370,Essex,New York,G3600310,44.174474,-73.689906,2017
G3600330,36,33,44.5943758,-74.31067,44.712835,-74.344365,51599,Franklin,New York,G3600330,44.712835,-74.344365,2017
G3600350,36,35,43.1156093,-74.4236782,43.059172,-74.330346,55531,Fulton,New York,G3600350,43.059172,-74.330346,2017
G3600370,36,37,43.0009096,-78.1927784,42.999625,-78.173095,60079,Genesee,New York,G3600370,42.999625,-78.173095,2017
G3600390,36,39,42.2869702,-74.1495421,42.299303,-73.975873,49221,Greene,New York,G3600390,42.299303,-73.975873,2017
G3600410,36,41,43.6578786,-74.5024556,43.612034,-74.385121,4836,Hamilton,New York,G3600410,43.612034,-74.385121,2017
G3600430,36,43,43.571009,-74.8410968,43.070536,-74.995034,64519,Herkimer,New York,G3600430,43.070536,-74.995034,2017
G3600450,36,45,43.9965164,-76.0529023,44.019125,-75.89664,116229,Jefferson,New York,G3600450,44.019125,-75.89664,2017
G3600470,36,47,40.6350451,-73.9506398,40.650523,-73.954811,2504700,Kings,New York,G3600470,40.650523,-73.954811,2017
G3600490,36,49,43.7826811,-75.4441402,43.789217,-75.449321,27087,Lewis,New York,G3600490,43.789217,-75.449321,2017
G3600510,36,51,42.7274845,-77.7697795,42.766358,-77.7642,65393,Livingston,New York,G3600510,42.766358,-77.7642,2017
G3600530,36,53,42.9100255,-75.6635749,42.984471,-75.717386,73442,Madison,New York,G3600530,42.984471,-75.717386,2017
G3600550,36,55,43.4644751,-77.6646556,43.161503,-77.619988,744344,Monroe,New York,G3600550,43.161503,-77.619988,2017
G3600570,36,57,42.9008912,-74.4353575,42.933549,-74.343088,50219,Montgomery,New York,G3600570,42.933549,-74.343088,2017
G3600590,36,59,40.7296118,-73.5894189,40.716587,-73.602242,1339532,Nassau,New York,G3600590,40.716587,-73.602242,2017
G3600610,36,61,40.7766419,-73.9701871,40.777958,-73.966303,1585873,New York,New York,G3600610,40.777958,-73.966303,2017
G3600630,36,63,43.4567309,-78.7921425,43.134704,-78.852109,216469,Niagara,New York,G3600630,43.134704,-78.852109,2017
