fip_code,STATE_fip,COUNTY_fip,CENTROID_LAT,CENTROID_LON,Population_centroid_lat,Population_centroid_long,Population,county_name,state,Location Name,Latitude,Longitude,Year,Station_WMO,Station_Latitude,Station_Longitude,Distance_Miles,Status,HDD_base65F,CDD_base65F,QC_Missing_Data,QC_Extreme_Temperature,QC_Sudden_Temp_Jumps,QC_Constant_Temp_Periods,QC_Day-Night_Swings,QC_Summer_Freezing,QC_Winter_Extreme_Heat,QC_Missing_Temperature_Data,Temp_Holes,Dewpoint_Holes,RH_Holes
G1800090,18,9,40.4726717,-85.3237297,40.469726,-85.34419,12766.0,Blackford,Indiana,G1800090,40.469726,-85.34419,2011,72533,41.0,-85.0333,40.091016683639374,True,5949.0,1056.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800110,18,11,40.0508916,-86.4690137,40.013009,-86.398737,56640.0,Boone,Indiana,G1800110,40.013009,-86.398737,2011,72438,39.7167,-86.1167,25.35471964357137,True,5056.0,1380.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800130,18,13,39.1928644,-86.2397283,39.236241,-86.20969,15242.0,Brown,Indiana,G1800130,39.236241,-86.20969,2011,KBMG0,39.146,-86.6167,22.669756275776685,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800150,18,15,40.5849801,-86.5651412,40.578983,-86.600098,20155.0,Carroll,Indiana,G1800150,40.578983,-86.600098,2011,KLAF0,40.4123,-86.9369,21.113847210118607,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1800170,18,17,40.7537986,-86.3551685,40.747104,-86.339592,38966.0,Cass,Indiana,G1800170,40.747104,-86.339592,2011,KLAF0,40.4123,-86.9369,38.95632615516879,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1800190,18,19,38.4762174,-85.7111221,38.371546,-85.732035,110232.0,Clark,Indiana,G1800190,38.371546,-85.732035,2011,72423,38.1833,-85.7333,13.006718847352854,True,3898.0,1795.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800210,18,21,39.3939513,-87.1158369,39.469066,-87.124217,26890.0,Clay,Indiana,G1800210,39.469066,-87.124217,2011,KBMG0,39.146,-86.6167,35.13441715467522,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800230,18,23,40.305944,-86.4775665,40.298201,-86.512307,33224.0,Clinton,Indiana,G1800230,40.298201,-86.512307,2011,KLAF0,40.4123,-86.9369,23.7049929286252,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1800250,18,25,38.2894327,-86.4408711,38.313435,-86.423444,10713.0,Crawford,Indiana,G1800250,38.313435,-86.423444,2011,72423,38.1833,-85.7333,38.51236326012396,True,3898.0,1795.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800270,18,27,38.6945459,-87.072759,38.696963,-87.098076,31648.0,Daviess,Indiana,G1800270,38.696963,-87.098076,2011,KBMG0,39.146,-86.6167,40.399952221502936,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800290,18,29,39.1483206,-84.9734972,39.14462,-84.920935,50047.0,Dearborn,Indiana,G1800290,39.14462,-84.920935,2011,72421,39.05,-84.6667,15.119033442322015,True,4762.0,1295.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800310,18,31,39.3059799,-85.499831,39.319975,-85.494211,25740.0,Decatur,Indiana,G1800310,39.319975,-85.494211,2011,KGEZ0,39.5831,-85.8048,24.59862206976757,True,5012.0,1183.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,True,True
G1800330,18,33,41.4011894,-85.0001854,41.378214,-85.034285,42223.0,DeKalb,Indiana,G1800330,41.378214,-85.034285,2011,72533,41.0,-85.0333,26.13210459898457,True,5949.0,1056.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800350,18,35,40.2275433,-85.3992617,40.20517,-85.401962,117671.0,Delaware,Indiana,G1800350,40.20517,-85.401962,2011,KGEZ0,39.5831,-85.8048,47.99334963238755,True,5012.0,1183.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,True,True
G1800370,18,37,38.3733441,-86.8733845,38.357067,-86.914032,41889.0,Dubois,Indiana,G1800370,38.357067,-86.914032,2011,72432,38.0333,-87.5333,40.387846342090185,True,4220.0,1577.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800390,18,39,41.6006928,-85.8639864,41.637679,-85.906728,197559.0,Elkhart,Indiana,G1800390,41.637679,-85.906728,2011,72535,41.7,-86.3167,21.593416450180605,True,6123.0,933.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800410,18,41,39.6396552,-85.1850315,39.640791,-85.147496,24277.0,Fayette,Indiana,G1800410,39.640791,-85.147496,2011,KGEZ0,39.5831,-85.8048,35.21330829191968,True,5012.0,1183.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,True,True
G1800430,18,43,38.3179365,-85.9114742,38.321514,-85.855645,74578.0,Floyd,Indiana,G1800430,38.321514,-85.855645,2011,72423,38.1833,-85.7333,11.630226253166722,True,3898.0,1795.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800450,18,45,40.1212366,-87.2348725,40.152089,-87.271946,17240.0,Fountain,Indiana,G1800450,40.152089,-87.271946,2011,KLAF0,40.4123,-86.9369,25.20142615468436,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1800470,18,47,39.409762,-85.0669641,39.401885,-85.070265,23087.0,Franklin,Indiana,G1800470,39.401885,-85.070265,2011,72421,39.05,-84.6667,32.52205913180017,True,4762.0,1295.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800490,18,49,41.0503837,-86.265006,41.059389,-86.220078,20836.0,Fulton,Indiana,G1800490,41.059389,-86.220078,2011,72535,41.7,-86.3167,44.54447436934299,True,6123.0,933.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800510,18,51,38.3173981,-87.5805231,38.30918,-87.546685,33503.0,Gibson,Indiana,G1800510,38.30918,-87.546685,2011,72432,38.0333,-87.5333,19.075321287021588,True,4220.0,1577.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800530,18,53,40.5157575,-85.6549455,40.525253,-85.644413,70061.0,Grant,Indiana,G1800530,40.525253,-85.644413,2011,72533,41.0,-85.0333,45.81195602820402,True,5949.0,1056.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800550,18,55,39.0471466,-87.0047712,39.052316,-86.992172,33165.0,Greene,Indiana,G1800550,39.052316,-86.992172,2011,KBMG0,39.146,-86.6167,21.147856302731107,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800570,18,57,40.0536465,-86.0217262,40.002534,-86.059737,274569.0,Hamilton,Indiana,G1800570,40.002534,-86.059737,2011,72438,39.7167,-86.1167,19.978959771425277,True,5056.0,1380.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800590,18,59,39.8225298,-85.7731618,39.811662,-85.824125,70002.0,Hancock,Indiana,G1800590,39.811662,-85.824125,2011,KGEZ0,39.5831,-85.8048,15.82548583983526,True,5012.0,1183.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,True,True
G1800610,18,61,38.1864398,-86.1036808,38.233745,-86.097474,39364.0,Harrison,Indiana,G1800610,38.233745,-86.097474,2011,72423,38.1833,-85.7333,20.076253166962413,True,3898.0,1795.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800630,18,63,39.7689631,-86.5099076,39.772784,-86.415055,145448.0,Hendricks,Indiana,G1800630,39.772784,-86.415055,2011,72438,39.7167,-86.1167,16.317162870117034,True,5056.0,1380.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800650,18,65,39.9295911,-85.3973629,39.928644,-85.403678,49462.0,Henry,Indiana,G1800650,39.928644,-85.403678,2011,KGEZ0,39.5831,-85.8048,31.999492593181355,True,5012.0,1183.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,True,True
G1800670,18,67,40.4835368,-86.1141178,40.470704,-86.132959,82752.0,Howard,Indiana,G1800670,40.470704,-86.132959,2011,KLAF0,40.4123,-86.9369,42.46703989599905,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1800690,18,69,40.8263938,-85.4785975,40.870224,-85.487085,37124.0,Huntington,Indiana,G1800690,40.870224,-85.487085,2011,72533,41.0,-85.0333,25.326443628630397,True,5949.0,1056.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800710,18,71,38.9119571,-86.0425161,38.925896,-85.942654,42376.0,Jackson,Indiana,G1800710,38.925896,-85.942654,2011,KBMG0,39.146,-86.6167,39.241391955401824,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800730,18,73,41.0176883,-87.1188137,41.075783,-87.149436,33478.0,Jasper,Indiana,G1800730,41.075783,-87.149436,2011,KLAF0,40.4123,-86.9369,47.17294611708458,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1800750,18,75,40.4349719,-85.0033804,40.428424,-85.033025,21253.0,Jay,Indiana,G1800750,40.428424,-85.033025,2011,72533,41.0,-85.0333,39.492076246656005,True,5949.0,1056.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800770,18,77,38.7836039,-85.44009,38.758956,-85.433692,32428.0,Jefferson,Indiana,G1800770,38.758956,-85.433692,2011,72423,38.1833,-85.7333,42.94921889795748,True,3898.0,1795.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800790,18,79,38.9962339,-85.6281106,39.005169,-85.648821,28525.0,Jennings,Indiana,G1800790,39.005169,-85.648821,2011,KGEZ0,39.5831,-85.8048,40.79288010855178,True,5012.0,1183.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,True,True
G1800810,18,81,39.4959859,-86.0946003,39.553276,-86.113609,139654.0,Johnson,Indiana,G1800810,39.553276,-86.113609,2011,72438,39.7167,-86.1167,11.292701713773932,True,5056.0,1380.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800830,18,83,38.688391,-87.4203544,38.698623,-87.45768,38440.0,Knox,Indiana,G1800830,38.698623,-87.45768,2011,72432,38.0333,-87.5333,46.15153236040306,True,4220.0,1577.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800850,18,85,41.2442928,-85.8615754,41.266796,-85.830484,77358.0,Kosciusko,Indiana,G1800850,41.266796,-85.830484,2011,72535,41.7,-86.3167,39.10580535419975,True,6123.0,933.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800870,18,87,41.6424683,-85.4263018,41.6324,-85.46117,37128.0,LaGrange,Indiana,G1800870,41.6324,-85.46117,2011,KAZO0,42.2344,-85.5516,41.853064809755686,True,6257.0,853.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G1800890,18,89,41.472247,-87.3743368,41.526226,-87.408155,496005.0,Lake,Indiana,G1800890,41.526226,-87.408155,2011,72534,41.7833,-87.75,25.038377199547064,True,5929.0,1169.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800910,18,91,41.5490129,-86.7447386,41.631837,-86.790977,111467.0,LaPorte,Indiana,G1800910,41.631837,-86.790977,2011,72535,41.7,-86.3167,24.92870417141888,True,6123.0,933.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800930,18,93,38.8398148,-86.4878198,38.846386,-86.495718,46134.0,Lawrence,Indiana,G1800930,38.846386,-86.495718,2011,KBMG0,39.146,-86.6167,21.696763170095217,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800950,18,95,40.166203,-85.7224543,40.11412,-85.708901,131636.0,Madison,Indiana,G1800950,40.11412,-85.708901,2011,72438,39.7167,-86.1167,34.943172550190496,True,5056.0,1380.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800970,18,97,39.7829759,-86.1357939,39.791299,-86.135905,903393.0,Marion,Indiana,G1800970,39.791299,-86.135905,2011,72438,39.7167,-86.1167,5.2542758598733785,True,5056.0,1380.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1800990,18,99,41.3250032,-86.2690363,41.347248,-86.273082,47051.0,Marshall,Indiana,G1800990,41.347248,-86.273082,2011,72535,41.7,-86.3167,24.477015959028112,True,6123.0,933.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801010,18,101,38.705322,-86.8018468,38.678357,-86.848113,10334.0,Martin,Indiana,G1801010,38.678357,-86.848113,2011,KBMG0,39.146,-86.6167,34.6234474249578,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801030,18,103,40.7728813,-86.0442585,40.730651,-86.073933,36903.0,Miami,Indiana,G1801030,40.730651,-86.073933,2011,KLAF0,40.4123,-86.9369,50.34944054001626,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1801050,18,105,39.1607509,-86.5233253,39.162879,-86.537697,137974.0,Monroe,Indiana,G1801050,39.162879,-86.537697,2011,KBMG0,39.146,-86.6167,4.390557054378871,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801070,18,107,40.0402962,-86.8927145,40.03511,-86.90006,38124.0,Montgomery,Indiana,G1801070,40.03511,-86.90006,2011,KLAF0,40.4123,-86.9369,26.133667863579674,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1801090,18,109,39.4826458,-86.4474573,39.512251,-86.399318,68894.0,Morgan,Indiana,G1801090,39.512251,-86.399318,2011,72438,39.7167,-86.1167,20.63556738285612,True,5056.0,1380.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801110,18,111,40.9623985,-87.4021716,40.994087,-87.380385,14244.0,Newton,Indiana,G1801110,40.994087,-87.380385,2011,KLAF0,40.4123,-86.9369,46.42672057911579,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1801130,18,113,41.4046795,-85.4172706,41.413892,-85.391205,47536.0,Noble,Indiana,G1801130,41.413892,-85.391205,2011,72533,41.0,-85.0333,34.11619940586615,True,5949.0,1056.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801150,18,115,38.940527,-84.9642994,38.954549,-84.911295,6128.0,Ohio,Indiana,G1801150,38.954549,-84.911295,2011,72421,39.05,-84.6667,14.69613371022977,True,4762.0,1295.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801170,18,117,38.5473812,-86.489257,38.562156,-86.496982,19840.0,Orange,Indiana,G1801170,38.562156,-86.496982,2011,KBMG0,39.146,-86.6167,40.85076389672461,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801190,18,119,39.3173394,-86.8388453,39.315596,-86.799822,21575.0,Owen,Indiana,G1801190,39.315596,-86.799822,2011,KBMG0,39.146,-86.6167,15.276241229393314,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801210,18,121,39.7742496,-87.1969502,39.758327,-87.227997,17339.0,Parke,Indiana,G1801210,39.758327,-87.227997,2011,KLAF0,40.4123,-86.9369,47.73345475912074,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1801230,18,123,38.0814361,-86.6265397,38.009327,-86.705205,19338.0,Perry,Indiana,G1801230,38.009327,-86.705205,2011,72432,38.0333,-87.5333,45.10384804281557,True,4220.0,1577.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801250,18,125,38.3978982,-87.232532,38.424833,-87.233923,12845.0,Pike,Indiana,G1801250,38.424833,-87.233923,2011,72432,38.0333,-87.5333,31.55711436057571,True,4220.0,1577.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801270,18,127,41.5099169,-87.0713138,41.513679,-87.105308,164343.0,Porter,Indiana,G1801270,41.513679,-87.105308,2011,72534,41.7833,-87.75,38.14322841948147,True,5929.0,1169.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801290,18,129,38.0276138,-87.8686526,38.013245,-87.823041,25910.0,Posey,Indiana,G1801290,38.013245,-87.823041,2011,72432,38.0333,-87.5333,15.83106044436672,True,4220.0,1577.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801310,18,131,41.0452718,-86.6925383,41.050592,-86.685266,13402.0,Pulaski,Indiana,G1801310,41.050592,-86.685266,2011,KLAF0,40.4123,-86.9369,46.02750724395367,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1801330,18,133,39.6655479,-86.853373,39.646107,-86.835611,37963.0,Putnam,Indiana,G1801330,39.646107,-86.835611,2011,KBMG0,39.146,-86.6167,36.47738701895799,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801350,18,135,40.1641738,-85.0054812,40.168573,-84.997064,26171.0,Randolph,Indiana,G1801350,40.168573,-84.997064,2011,72429,39.9,-84.2167,45.261402870826686,True,5442.0,1114.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801370,18,137,39.1002301,-85.2605409,39.159402,-85.218379,28818.0,Ripley,Indiana,G1801370,39.159402,-85.218379,2011,72421,39.05,-84.6667,30.52936208454442,True,4762.0,1295.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801390,18,139,39.6223553,-85.4664159,39.623616,-85.474569,17392.0,Rush,Indiana,G1801390,39.623616,-85.474569,2011,KGEZ0,39.5831,-85.8048,17.80123549262027,True,5012.0,1183.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,True,True
G1801410,18,141,41.6176989,-86.2881592,41.6754,-86.228686,266931.0,St. Joseph,Indiana,G1801410,41.6754,-86.228686,2011,72535,41.7,-86.3167,4.848962707313175,True,6123.0,933.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801430,18,143,38.6794309,-85.7518981,38.698198,-85.762718,24181.0,Scott,Indiana,G1801430,38.698198,-85.762718,2011,72423,38.1833,-85.7333,35.61160650519088,True,3898.0,1795.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801450,18,145,39.5241345,-85.7921742,39.536039,-85.789825,44436.0,Shelby,Indiana,G1801450,39.536039,-85.789825,2011,KGEZ0,39.5831,-85.8048,3.348016933393424,True,5012.0,1183.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,True,True
G1801470,18,147,38.0097889,-87.0106449,38.015495,-87.011149,20952.0,Spencer,Indiana,G1801470,38.015495,-87.011149,2011,72432,38.0333,-87.5333,28.44628744698586,True,4220.0,1577.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801490,18,149,41.2844785,-86.6446359,41.282896,-86.631962,23363.0,Starke,Indiana,G1801490,41.282896,-86.631962,2011,72535,41.7,-86.3167,33.117318385714704,True,6123.0,933.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801510,18,151,41.6434372,-85.0024667,41.649521,-85.010662,34185.0,Steuben,Indiana,G1801510,41.649521,-85.010662,2011,72533,41.0,-85.0333,44.89292041822636,True,5949.0,1056.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801530,18,153,39.0892251,-87.4158429,39.103093,-87.390988,21475.0,Sullivan,Indiana,G1801530,39.103093,-87.390988,2011,KBMG0,39.146,-86.6167,41.608180750819,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801550,18,155,38.8258545,-85.029681,38.819835,-85.023499,10613.0,Switzerland,Indiana,G1801550,38.819835,-85.023499,2011,72421,39.05,-84.6667,24.91231365663854,True,4762.0,1295.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801570,18,157,40.3891303,-86.8935554,40.41788,-86.886971,172780.0,Tippecanoe,Indiana,G1801570,40.41788,-86.886971,2011,KLAF0,40.4123,-86.9369,2.6546803689042826,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1801590,18,159,40.3102294,-86.0562066,40.308849,-86.050587,15936.0,Tipton,Indiana,G1801590,40.308849,-86.050587,2011,72438,39.7167,-86.1167,41.06284061697029,True,5056.0,1380.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801610,18,161,39.6231109,-84.9251523,39.618626,-84.919102,7516.0,Union,Indiana,G1801610,39.618626,-84.919102,2011,KMGY0,39.589,-84.2249,37.011962754715405,True,5193.0,1095.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801630,18,163,38.0200703,-87.5861659,37.996062,-87.551819,179703.0,Vanderburgh,Indiana,G1801630,37.996062,-87.551819,2011,72432,38.0333,-87.5333,2.7633382467397647,True,4220.0,1577.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801650,18,165,39.8540452,-87.4620713,39.763164,-87.440231,16212.0,Vermillion,Indiana,G1801650,39.763164,-87.440231,2011,KCMI0,40.0388,-88.2778,48.30769326739984,True,5564.0,1170.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G1801670,18,167,39.4291426,-87.3903754,39.460817,-87.387985,107848.0,Vigo,Indiana,G1801670,39.460817,-87.387985,2011,KBMG0,39.146,-86.6167,46.6214311762645,True,4932.0,1106.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801690,18,169,40.8437475,-85.7951915,40.858522,-85.802372,32888.0,Wabash,Indiana,G1801690,40.858522,-85.802372,2011,72533,41.0,-85.0333,41.319334836082646,True,5949.0,1056.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801710,18,171,40.3526584,-87.3758466,40.312186,-87.326289,8508.0,Warren,Indiana,G1801710,40.312186,-87.326289,2011,KLAF0,40.4123,-86.9369,21.63558500603788,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1801730,18,173,38.0977639,-87.2720225,38.012884,-87.352574,59689.0,Warrick,Indiana,G1801730,38.012884,-87.352574,2011,72432,38.0333,-87.5333,9.937382166990451,True,4220.0,1577.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801750,18,175,38.6006126,-86.1047512,38.572886,-86.086677,28262.0,Washington,Indiana,G1801750,38.572886,-86.086677,2011,72423,38.1833,-85.7333,33.02906532872382,True,3898.0,1795.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801770,18,177,39.8630908,-85.0067351,39.842737,-84.949811,68917.0,Wayne,Indiana,G1801770,39.842737,-84.949811,2011,72429,39.9,-84.2167,39.07619480168394,True,5442.0,1114.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801790,18,179,40.7352727,-85.2129742,40.770771,-85.194412,27636.0,Wells,Indiana,G1801790,40.770771,-85.194412,2011,72533,41.0,-85.0333,17.935278908897192,True,5949.0,1056.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1801810,18,181,40.7509496,-86.8642934,40.755698,-86.810306,24643.0,White,Indiana,G1801810,40.755698,-86.810306,2011,KLAF0,40.4123,-86.9369,24.638851763931967,True,5324.0,1200.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1801830,18,183,41.1364261,-85.5018918,41.163144,-85.47848,33292.0,Whitley,Indiana,G1801830,41.163144,-85.47848,2011,72533,41.0,-85.0333,25.78019618989245,True,5949.0,1056.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1900010,19,1,41.3285283,-94.4781643,41.344629,-94.479157,7682.0,Adair,Iowa,G1900010,41.344629,-94.479157,2011,72546,41.5333,-93.6531,44.72846416551816,True,5979.0,1305.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1900030,19,3,41.0216555,-94.6969059,41.006693,-94.709635,4029.0,Adams,Iowa,G1900030,41.006693,-94.709635,2011,72554,41.1167,-95.9,62.4774422550058,True,6261.0,1250.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,True,True
G1900050,19,5,43.2749637,-91.382751,43.25705,-91.417115,14330.0,Allamakee,Iowa,G1900050,43.25705,-91.417115,2011,72548,42.55,-92.0667,58.884137463618,True,7000.0,913.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1900070,19,7,40.7442964,-92.873061,40.739836,-92.867034,12887.0,Appanoose,Iowa,G1900070,40.739836,-92.867034,2011,KOTM0,41.1066,-92.4479,33.48059014011785,True,6225.0,1076.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,True,True,True
G1900090,19,9,41.679178,-94.9043119,41.676829,-94.925302,6119.0,Audubon,Iowa,G1900090,41.676829,-94.925302,2011,72550,41.3,-95.9,56.7695958116602,True,6110.0,1326.0,Good,Good,Good,Good,Suspicious,Good,Good,Good,False,False,False
G1900110,19,11,42.0925474,-92.05763,42.06222,-92.017478,26076.0,Benton,Iowa,G1900110,42.06222,-92.017478,2011,72548,42.55,-92.0667,33.79605157775046,True,7000.0,913.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1900130,19,13,42.4715414,-92.3080334,42.490851,-92.370013,131090.0,Black Hawk,Iowa,G1900130,42.490851,-92.370013,2011,72548,42.55,-92.0667,15.977497377013623,True,7000.0,913.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1900150,19,15,42.038601,-93.9383625,42.026494,-93.895155,26306.0,Boone,Iowa,G1900150,42.026494,-93.895155,2011,KAMW0,41.9921,-93.6218,14.233499633109254,True,6716.0,950.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1900170,19,17,42.7808902,-92.3275863,42.743058,-92.376967,24276.0,Bremer,Iowa,G1900170,42.743058,-92.376967,2011,72548,42.55,-92.0667,20.653432469340604,True,7000.0,913.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1900190,19,19,42.4703284,-91.8386658,42.486957,-91.901041,20958.0,Buchanan,Iowa,G1900190,42.486957,-91.901041,2011,72548,42.55,-92.0667,9.494472761205856,True,7000.0,913.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1900210,19,21,42.741521,-95.1414313,42.679153,-95.181444,20260.0,Buena Vista,Iowa,G1900210,42.679153,-95.181444,2011,KSPW0,43.1655,-95.2028,33.62068770450418,True,7589.0,865.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
G1900230,19,23,42.7347076,-92.7800664,42.707538,-92.758692,14867.0,Butler,Iowa,G1900230,42.707538,-92.758692,2011,72548,42.55,-92.0667,36.823408203161975,True,7000.0,913.0,Good,Good,Good,Suspicious,Suspicious,Good,Good,Good,False,False,False
